disease_id	name
DIS012589	1963 Syrian coup d'état
DIS012590	Wolff rearrangement
DIS012591	Konghanzheng
DIS012592	SANDstorm hash
DIS012593	Apocrine gland carcinoma
DIS012594	Polychaete
DIS012595	ALPSA lesion
DIS012596	Adam & Yves
DIS012597	Synucleinopathy
DIS012598	Asexuality
DIS012599	Maternal autoimmune bullous disease
DIS012600	Butt rot
DIS012601	Localized pustular psoriasis
DIS012602	Butcher's wart
DIS012603	Rust (fungus)
DIS012604	Hydroxyethyl starch-induced pruritus
DIS012605	Denasalization
DIS012606	Hereditary diffuse gastric cancer
DIS012607	Cutaneous sinus of dental origin
DIS012608	Coup of 18 Fructidor
DIS012609	1858 Bradford sweets poisoning
DIS012610	East–West Schism
DIS012611	Tar melanosis
DIS012612	Feist–Benary synthesis
DIS012613	Macrovascular disease
DIS012614	Adult blaschkitis
DIS012615	Drug-induced urticaria
DIS012616	Sebaceoma
DIS012617	Free will
DIS012618	Lycoming IO-720
DIS012619	Grapevine yellows
DIS012620	Nodulosis–arthropathy–osteolysis syndrome
DIS012621	Ulcerative dermatitis
DIS012622	Normophosphatemic familial tumoral calcinosis
DIS012623	Dermatitis repens
DIS012624	Winter solstice
DIS012625	Taung Child
DIS012626	Sinclair Scientific
DIS012627	Nierenstein reaction
DIS012628	Lurker (Dungeons & Dragons)
DIS012629	Sharpless asymmetric dihydroxylation
DIS012630	Kata
DIS012631	Pinnick oxidation
DIS012632	Aluminium toxicity in people on dialysis
DIS012633	Terry's nails
DIS012634	Immortality
DIS012635	Race and ethnicity in the United States Census
DIS012636	Autoimmune estrogen dermatitis
DIS012637	Lactational amenorrhea
DIS012638	Pinnaroo railway line, Victoria
DIS012639	Aster yellows
DIS012640	Reformatsky reaction
DIS012641	Powdery mildew
DIS012642	Mortimer's disease
DIS012643	CIA invert
DIS012644	Immune reconstitution inflammatory syndrome
DIS012645	Waldenström hyperglobulinemic purpura
DIS012646	Simon, Simon
DIS012647	Preiser disease
DIS012648	Board foot
DIS012649	Dactylitis
DIS012650	Albanian revolt of 1910
DIS012651	Service-oriented architecture
DIS012652	Shawl scrotum
DIS012653	Silence Is Betrayal
DIS012654	Hori's nevus
DIS012655	5.5 Metre (keelboat)
DIS012656	Head and neck squamous-cell carcinoma
DIS012657	Biginelli reaction
DIS012658	Juan Dominguez (lawyer)
DIS012659	Skum (Dungeons & Dragons)
DIS012660	Pneumococcal pneumonia
DIS012661	Belgium at the 1908 Summer Olympics
DIS012662	Operation Kipion
DIS012663	Giant condyloma acuminatum
DIS012664	Churches of Chiloé
DIS012665	Fall line
DIS012666	Athabasca oil sands
DIS012667	Myeloma cast nephropathy
DIS012668	Minoan eruption
DIS012669	Drag crisis
DIS012670	Flanging
DIS012671	Chondroid lipoma
DIS012672	Trumpeter's wart
DIS012673	Secretan's syndrome
DIS012674	Orange/Newark Tornadoes
DIS012675	Traumatic anserine folliculosis
DIS012676	Chromatic aberration
DIS012677	Kumada coupling
DIS012678	Cerebellar abiotrophy
DIS012679	Be (video)
DIS012680	Moscow theater hostage crisis
DIS012681	Methotrexate-induced papular eruption
DIS012682	Molluscum dermatitis
DIS012683	Psyllid yellows
DIS012684	Aberfan disaster
DIS012685	Visit Delaware
DIS012686	Pin (amateur wrestling)
DIS012687	Mebibit
DIS012688	Nicolau–Balus syndrome
DIS012689	Capacitance
DIS012690	Navuluru
DIS012691	Rasmussen syndrome
DIS012692	Brooke–Fordyce syndrome
DIS012693	Germline mosaicism
DIS012694	Isay reaction
DIS012695	Sinus tubercle
DIS012696	Kochi reaction
DIS012697	Toba catastrophe theory
DIS012698	Chugaev elimination
DIS012699	Paal–Knorr synthesis
DIS012700	Pigeon pox
DIS012701	Williamson ether synthesis
DIS012702	Candidatus Phytoplasma fraxini
DIS012703	Chilean frigate Chile (1840)
DIS012704	Corn smut
DIS012705	Cholestatic pruritus
DIS012706	Scalp dysesthesia
DIS012707	Keratosis punctata of the palmar creases
DIS012708	1863–1875 cholera pandemic
DIS012709	Chromosomal deletion syndrome
DIS012710	Idiopathic granulomatous hepatitis
DIS012711	Seal finger
DIS012712	Microvascular occlusion
DIS012713	Steatocystoma simplex
DIS012714	Epididymal cyst
DIS012715	Trigeminal trophic syndrome
DIS012716	Bone marrow suppression
DIS012717	Adipomastia
DIS012718	Instrument myopia
DIS012719	Congenital hypertrophy of the lateral fold of the hallux
DIS012720	Atypical tuberous myxedema
DIS012721	Waxy skin
DIS012722	Sinoatrial arrest
DIS012723	Bowen–Conradi syndrome
DIS012724	Janus kinase 3 deficiency
DIS012725	Obliterating endarteritis
DIS012726	Paroniria
DIS012727	Intra-abdominal infection
DIS012728	Photodermatosis
DIS012729	Idiopathic eruptive macular pigmentation
DIS012730	Riddoch syndrome
DIS012731	Avellis syndrome
DIS012732	Striate keratoderma
DIS012733	Dust pneumonia
DIS012734	Compound nevus
DIS012735	Propofol infusion syndrome
DIS012736	Attenuated patella alta
DIS012737	Cryoglobulinemic purpura
DIS012738	Ametropic amblyopia
DIS012739	Levodopa-induced dyskinesia
DIS012740	Benign metastasizing leiomyoma
DIS012741	Metopism
DIS012742	Generalized erythema
DIS012743	Synchysis scintillans
DIS012744	Dermatophagia
DIS012745	Status dystonicus
DIS012746	Degloving
DIS012747	Compensatory hyperhidrosis
DIS012748	Acute eosinophilic pneumonia
DIS012749	Myostatin-related muscle hypertrophy
DIS012750	Bilharzial cor pulmonale
DIS012751	Brainerd diarrhea
DIS012752	Parasitic twin
DIS012753	Diencephalic syndrome
DIS012754	Peritoneal inclusion cyst
DIS012755	Wartenberg's migratory sensory neuropathy
DIS012756	Musicogenic epilepsy
DIS012757	IgG4-related skin disease
DIS012758	Adrenergic urticaria
DIS012759	Drug-induced thrombocytopenic purpura
DIS012760	Stannosis
DIS012761	Limbal nodule
DIS012762	Dysorthography
DIS012763	Bisalbuminemia
DIS012764	Keratic precipitate
DIS012765	Pancolitis
DIS012766	Chemical eye injury
DIS012767	Microhydranencephaly
DIS012768	Zechi-Ceide syndrome
DIS012769	Pork–cat syndrome
DIS012770	Chorionic hematoma
DIS012771	Postanesthetic shivering
DIS012772	Chronic wound pain
DIS012773	Ventricular outflow tract obstruction
DIS012774	Fibroma of tendon sheath
DIS012775	Wende–Bauckus syndrome
DIS012776	Chronic histiocytic intervillositis
DIS012777	Sensory dysfunction disorder
DIS012778	Diffuse infiltrative lymphocytosis syndrome
DIS012779	Mungan syndrome
DIS012780	Myomatous erythrocytosis syndrome
DIS012781	Pregnancy and lactation-associated osteoporosis
DIS012782	Lycopenemia
DIS012783	Persistent tunica vasculosa lentis
DIS012784	Hyperinsulinism hyperammonemia syndrome
DIS012785	Aquadynia
DIS012786	Perforated ulcer
DIS012787	Neutrophilic dermatosis of the dorsal hands
DIS012788	Ossifying fibromyxoid tumour
DIS012789	Avulsion fracture
DIS012790	TAN syndrome
DIS012791	Palinacousis
DIS012792	Mallet-Guy sign
DIS012793	Pneumoscrotum
DIS012794	Eruptive hypomelanosis
DIS012795	Lycoperdonosis
DIS012796	Gleich's syndrome
DIS012797	Occult fracture
DIS012798	Severe cutaneous adverse reactions
DIS012799	Sick cell syndrome
DIS012800	Cryofibrinogenemic purpura
DIS012801	Vibratory angioedema
DIS012802	Figurate erythema
DIS012803	Traumatic cardiac arrest
DIS012804	Growth arrest lines
DIS012805	Srb's anomaly
DIS012806	Keratinizing metaplasia
DIS012807	Acute HME syndrome
DIS012808	Rhythm interpretation
DIS012809	Running injuries
DIS012810	Cutaneous focal mucinosis
DIS012811	Granular myringitis
DIS012812	Capsulitis
DIS012813	Infrapatellar bursitis
DIS012814	Cheiralgia paresthetica
DIS012815	Pineal gland cyst
DIS012816	Dysmorphopsia
DIS012817	Intestinal metaplasia
DIS012818	Asomatognosia
DIS012819	Fish sting
DIS012820	Self-healing papular mucinosis
DIS012821	Buccal bifurcation cyst
DIS012822	Fields' disease
DIS012823	Serous tumour
DIS012824	Leukocyte adhesion molecule deficiency
DIS012825	Verrucous lupus erythematosus
DIS012826	Sudden unexplained death in childhood
DIS012827	Burnside-Butler syndrome
DIS012828	Collagen-induced arthritis
DIS012829	Cruveilhier–Baumgarten disease
DIS012830	Progressive outer retinal necrosis
DIS012831	Seborrheic-like psoriasis
DIS012832	Pseudomyopia
DIS012833	Hypotonic-hyporesponsive episode
DIS012834	Trilateral retinoblastoma
DIS012835	Synaptopathy
DIS012836	Esthiomene
DIS012837	Galli–Galli disease
DIS012838	Lipoblastoma
DIS012839	Papular mucinosis of infancy
DIS012840	Ulna fracture
DIS012841	Anterior horn disease
DIS012842	Lisch nodule
DIS012843	Reactive neutrophilic dermatoses
DIS012844	Pellegrini–Stieda syndrome
DIS012845	Perinatal gangrene of the buttock
DIS012846	Scratch dermatitis
DIS012847	Proteopathy
DIS012848	Nevus sebaceous
DIS012849	Amyloid-related imaging abnormalities
DIS012850	Knobloch syndrome
DIS012851	Marshall–White syndrome
DIS012852	Limb body wall complex
DIS012853	Anisopoikilocytosis
DIS012854	Septal panniculitis
DIS012855	Gram-negative toe web infection
DIS012856	Wilkinson's syndrome
DIS012857	Riga–Fede disease
DIS012858	Killian–Jamieson diverticulum
DIS012859	Intrusive thought
DIS012860	Strangury
DIS012861	Problematic social media use
DIS012862	Advanced cardiac life support
DIS012863	White band disease
DIS012864	Myxoid lipoblastoma
DIS012865	Wheelchair
DIS012866	Benjamin syndrome
DIS012867	Vestibular papillomatosis
DIS012868	Xanthogranulomatous inflammation
DIS012869	Monoclonal B-cell lymphocytosis
DIS012870	Minimal mesangial glomerulonephritis
DIS012871	Ardalan–Shoja–Kiuru syndrome
DIS012872	Automatic tachycardia
DIS012873	Giant-cell fibroblastoma
DIS012874	Focal proliferative nephritis
DIS012875	Exercise hypertension
DIS012876	Chronic functional abdominal pain
DIS012877	Collapse (medical)
DIS012878	Annular erythema of infancy
DIS012879	Drug-induced lipodystrophy
DIS012880	Eustachian tube dysfunction
DIS012881	Caviar tongue
DIS012882	Catheter-associated urinary tract infection
DIS012883	Raccoon eyes
DIS012884	Junctional rhythm
DIS012885	Intermittent hair–follicle dystrophy
DIS012886	Urachal fistula
DIS012887	Localized heat contact urticaria
DIS012888	Non-progressive late-onset linear hemifacial lipoatrophy
DIS012889	Paederus dermatitis
DIS012890	Monomania
DIS012891	Idiopathic hypoglycemia
DIS012892	Involutional lipoatrophy
DIS012893	X-linked hypertrichosis
DIS012894	Lipedematous alopecia
DIS012895	Urolagnia
DIS012896	High-functioning autism
DIS012897	Papule
DIS012898	Pseudo gray platelet syndrome
DIS012899	Wilderness-acquired diarrhea
DIS012900	Frequent urination
DIS012901	Periodontosis
DIS012902	Facial weakness
DIS012903	Tachypnea
DIS012904	Hypnosis
DIS012905	Parapsychology
DIS012906	SV40
DIS012907	Leukoedema
DIS012908	Microalbuminuria
DIS012909	Mentorship
DIS012910	Dopamine transporter deficiency syndrome
DIS012911	Abdominal musculature absent with microphthalmia and joint laxity
DIS012912	2019 dengue outbreak in Bangladesh
DIS012913	Camel spongiform encephalopathy
DIS012914	Cementicle
DIS012915	Drug-related gingival hyperplasia
DIS012916	Atrial enlargement
DIS012917	Childbirth-related posttraumatic stress disorder
DIS012918	Disseminated coccidioidomycosis
DIS012919	Heel stick wound
DIS012920	Developmental venous anomaly
DIS012921	Boston exanthem disease
DIS012922	Coxsackievirus-induced cardiomyopathy
DIS012923	Community-acquired pneumonia
DIS012924	Edema blister
DIS012925	Heck's disease
DIS012926	Elephantiasis nostras
DIS012927	Axial spondyloarthritis
DIS012928	Adams–Nance syndrome
DIS012929	Chromobacteriosis infection
DIS012930	Dermatopathic lymphadenopathy
DIS012931	Bowel-associated dermatosis–arthritis syndrome
DIS012932	Eosinophilic pustular folliculitis of infancy
DIS012933	Erisipela de la costa
DIS012934	Glomerulopathy
DIS012935	Familial eosinophilia
DIS012936	Critical illness-related corticosteroid insufficiency
DIS012937	Abnormal urine color
DIS012938	Hairy palms and soles
DIS012939	Dental trauma
DIS012940	Chronic subjective dizziness
DIS012941	Gonococcemia
DIS012942	Basaloid large cell carcinoma of the lung
DIS012943	Gouverneur’s syndrome
DIS012944	Aortic rupture
DIS012945	End stage pulmonary disease
DIS012946	Accommodative infacility
DIS012947	Cysticercosis cutis
DIS012948	Exanthematic pustular psoriasis
DIS012949	Epithelial-myoepithelial carcinoma of the lung
DIS012950	Alpha-aminoadipic and alpha-ketoadipic aciduria
DIS012951	Cor bovinum
DIS012952	Drug-induced keratoderma
DIS012953	Erosio interdigitalis blastomycetica
DIS012954	Abdominal chemodectomas with cutaneous angiolipomas
DIS012955	Extensively drug-resistant tuberculosis
DIS012956	Eruptive pseudoangiomatosis
DIS012957	Cancer signs and symptoms
DIS012958	Cerebral creatine deficiency
DIS012959	Heat edema
DIS012960	Epidermolytic acanthoma
DIS012961	Apparent leukonychia
DIS012962	CMV polyradiculomyelopathy
DIS012963	Grey Turner's sign
DIS012964	Acute uric acid nephropathy
DIS012965	Facies (medical)
DIS012966	Acute cutaneous lupus erythematosus
DIS012967	Anti-IgLON5 disease
DIS012968	Disseminate and recurrent infundibulofolliculitis
DIS012969	Cystic lesions of the pancreas
DIS012970	Adenosquamous lung carcinoma
DIS012971	Childhood tumor syndrome
DIS012972	Alexithymia
DIS012973	Chronic undermining burrowing ulcer
DIS012974	Allochiria
DIS012975	Critical green inclusion
DIS012976	Dermatitis gangrenosa
DIS012977	Alkhurma virus
DIS012978	Granulomatous prostatitis
DIS012979	Familial British dementia
DIS012980	Common seborrheic keratosis
DIS012981	Exercise amenorrhoea
DIS012982	Cystic lymphatic malformation
DIS012983	Delusional misidentification syndrome
DIS012984	Acute visual loss
DIS012985	Acquired perforating dermatosis
DIS012986	EML4-ALK positive lung cancer
DIS012987	Corpse Reviver
DIS012988	Embryocardia
DIS012989	Erythromelanosis follicularis faciei et colli
DIS012990	Dennie–Marfan syndrome
DIS012991	Duroziez's disease
DIS012992	Clinical lycanthropy
DIS012993	Alphavirus infection
DIS012994	Carotidynia
DIS012995	Cancer in adolescents and young adults
DIS012996	Corticosteroid-induced lipodystrophy
DIS012997	Generalized vaccinia
DIS012998	Cutis marmorata
DIS012999	Hapalonychia
DIS013000	Blistering distal dactylitis
DIS013001	Dermatosis neglecta
DIS013002	Eosinophilic dermatosis
DIS013003	Balamuthia infection
DIS013004	Congenital erosive and vesicular dermatosis
DIS013005	Gingival fibroma
DIS013006	Candidal intertrigo
DIS013007	Acinic cell carcinoma of the lung
DIS013008	Cock's peculiar tumour
DIS013009	Cutaneous actinomycosis
DIS013010	Granular parakeratosis
DIS013011	Extraskeletal chondroma
DIS013012	Familial amyloid cardiomyopathy
DIS013013	Hemihyperplasia–multiple lipomatosis syndrome
DIS013014	Helsmoortel-Van der Aa syndrome
DIS013015	Autoimmune gastrointestinal dysmotility
DIS013016	Ciliated cyst of the vulva
DIS013017	Dyserythropoiesis
DIS013019	Borderline intellectual functioning
DIS013020	Collaural fistula
DIS013021	Athymhormic syndrome
DIS013022	Anosodiaphoria
DIS013023	Charcot–Bouchard aneurysm
DIS013024	Condensing osteitis
DIS013025	Anisomastia
DIS013026	Clonal seborrheic keratosis
DIS013027	Video game addiction
DIS013028	Alimentary toxic aleukia
DIS013029	Alpha cell hyperplasia
DIS013030	Central centrifugal cicatricial alopecia
DIS013031	Galactorrhea hyperprolactinemia
DIS013032	Eccrine mucinosis
DIS013033	Embryoma
DIS013034	Attachment disorder
DIS013035	Early pregnancy bleeding
DIS013036	Congenital cutaneous candidiasis
DIS013037	Fibro-adipose vascular anomaly
DIS013038	Dysplastic nail
DIS013039	Buried bumper syndrome
DIS013040	Biphenotypic sinonasal sarcoma
DIS013041	Folliculosebaceous cystic hamartoma
DIS013042	Ataxia-pancytopenia syndrome
DIS013043	Bing–Neel syndrome
DIS013044	Cardiac allograft vasculopathy
DIS013045	Exercise-associated hyponatremia
DIS013046	Excess ovarian androgen release syndrome
DIS013047	Far East scarlet-like fever
DIS013048	Drug-induced aseptic meningitis
DIS013049	Calcific bursitis
DIS013050	7q11.23 duplication syndrome
DIS013051	Cerebral folate deficiency
DIS013052	Helicobacter cellulitis
DIS013053	Basaloid squamous cell lung carcinoma
DIS013054	Fear of bees
DIS013055	Brittle asthma
DIS013056	Central nervous system primitive neuroectodermal tumor
DIS013057	Chronic scar keratosis
DIS013058	Hemihydranencephaly
DIS013059	Diffuse neonatal hemangiomatosis
DIS013060	Congenital cartilaginous rest of the neck
DIS013061	Aortocaval compression syndrome
DIS013062	Epstein–Barr virus-associated lymphoproliferative diseases
DIS013063	Demodex mite bite
DIS013064	Eosinophilic vasculitis
DIS013065	Coma blister
DIS013066	Bahima disease
DIS013067	Havana syndrome
DIS013068	Foreign accent syndrome
DIS013069	Giant-cell reticulohistiocytoma
DIS013070	Ecchondroma
DIS013071	Dacryphilia
DIS013072	Baylisascaris procyonis
DIS013073	Deer tick virus
DIS013074	HIV-associated pruritus
DIS013075	Antenatal depression
DIS013076	Ceruminous adenoma
DIS013077	Disease mongering
DIS013078	Aggressive digital papillary adenocarcinoma
DIS013079	Baggio–Yoshinari syndrome
DIS013080	Bubble hair deformity
DIS013081	Childhood rhabdomyosarcoma
DIS013082	Cold sensitive antibodies
DIS013083	Disinhibited social engagement disorder
DIS013084	Achalasia microcephaly
DIS013085	Acorea, microphthalmia and cataract syndrome
DIS013086	Bone erosion
DIS013087	Erosive pustular dermatitis of the scalp
DIS013088	Extrapulmonary restriction
DIS013089	Adenosine deaminase 2 deficiency
DIS013090	Absent pulmonary valve syndrome
DIS013091	Acalvaria
DIS013092	Anterior urethral cancer
DIS013093	Aggressive angiomyxoma
DIS013094	Coral dermatitis
DIS013095	Extracranial germ cell tumor
DIS013096	Benign melanocytic nevus
DIS013097	Crutch paralysis
DIS013098	CFHR5 nephropathy
DIS013099	Carcinoma ex pleomorphic adenoma
DIS013100	Arsenical keratosis
DIS013101	Baylisascaris shroederi
DIS013102	Acanthamoeba infection
DIS013103	Glutaminase deficiency
DIS013104	Femoroacetabular impingement
DIS013105	HIV associated cardiomyopathy
DIS013106	Abandoned child syndrome
DIS013107	Glial scar
DIS013108	Balanitis circinata
DIS013109	Abnormal basal metabolic rate
DIS013110	Copper deficiency
DIS013111	Conidiobolomycosis
DIS013112	Dissociation (psychology)
DIS013113	Achondrogenesis type 2
DIS013114	Dyssomnia
DIS013115	Flatulence
DIS013116	Galactosemia
DIS013117	Empyema
DIS013118	Epstein syndrome
DIS013119	Claustrophobia
DIS013120	Dysuria
DIS013121	Flushing (physiology)
DIS013122	Amastia
DIS013123	Abscess of thymus
DIS013124	Christianson syndrome
DIS013125	Facet syndrome
DIS013126	Angiofibroma
DIS013127	Bezoar
DIS013128	Catabolysis
DIS013129	Crystalluria
DIS013130	Alastrim
DIS013131	Essex-Lopresti fracture
DIS013132	Chorditis
DIS013133	Abdominal angina
DIS013134	Bradypnea
DIS013135	Haploinsufficiency of A20
DIS013136	Cerebellar degeneration
DIS013137	Carotid bruit
DIS013138	Bochdalek hernia
DIS013139	Altered level of consciousness
DIS013140	Extravasation of urine
DIS013141	Flinders Island spotted fever
DIS013142	Enamel pearl
DIS013143	Gosselin fracture
DIS013144	Burping
DIS013145	Gait abnormality
DIS013146	Glandular and epithelial neoplasm
DIS013147	Connective tissue neoplasm
DIS013148	Half and half nail
DIS013149	Angioleiomyoma
DIS013150	California encephalitis orthobunyavirus
DIS013151	Brugia timori
DIS013152	Ectopic pancreas
DIS013153	Acute eosinophilic leukemia
DIS013154	Acute myeloblastic leukemia without maturation
DIS013155	Adult polyglucosan body disease
DIS013156	Dermanyssus gallinae
DIS013157	Hardcastle syndrome
DIS013158	Femoral fracture
DIS013159	Frenulum breve
DIS013160	Heavy menstrual bleeding
DIS013161	Anterior interosseous syndrome
DIS013162	Folliculitis decalvans
DIS013163	Delusion
DIS013164	Gait deviations
DIS013165	Familial dysalbuminemic hyperthyroxinemia
DIS013166	Diktyoma
DIS013167	Fibrous tissue neoplasm
DIS013168	Donath–Landsteiner hemolytic anemia
DIS013169	Cystic, mucinous, and serous neoplasms
DIS013170	Ductal, lobular, and medullary neoplasms
DIS013171	Adnexal and skin appendage neoplasms
DIS013172	Cat bite
DIS013173	Epidermal nevus syndrome
DIS013174	Centipede bite
DIS013175	Glomerulosclerosis
DIS013176	Ataxic cerebral palsy
DIS013177	FACES syndrome
DIS013178	Hashimoto's encephalopathy
DIS013179	Acquired cystic kidney disease-associated renal cell carcinoma
DIS013180	Familial aortic dissection
DIS013181	Airport malaria
DIS013182	2003 Midwest monkeypox outbreak
DIS013183	Formication
DIS013184	Discrete papular lichen myxedematosus
DIS013185	Sexually transmitted diseases (STDs)
DIS013508	Human rights in Armenia
DIS013509	Indians in Italy
DIS013515	Cancer in dogs
DIS013517	Runting-stunting syndrome in broilers
DIS013542	2015 Texas pool party incident
DIS013558	1967 Newark riots
DIS013575	HMS Beatrice (1860)
DIS013576	Cancer in cats
DIS013583	Unemployment in Spain
DIS013596	1952 Commonwealth Prime Ministers' Economic Conference
DIS013611	Vietnamese people in Hong Kong
DIS013612	Abell 2142
DIS013614	1947 Prince Edward Island general election
DIS013617	1968 New York City riot
DIS013653	Asian migrant brides in Japan
DIS013665	Scilly naval disaster of 1707
DIS013667	Diabetes in dogs
DIS013675	1998 National League Championship Series
DIS013681	2011 Vancouver Stanley Cup riot
DIS013696	1904 Pictorial 4d Lake Taupo invert
DIS013702	Streptococcal infection in poultry
DIS013710	Belgium at the 1900 Summer Olympics
DIS013712	St. Spyridon Parish of South East Sydney
DIS013720	HMS Elk (1847)
DIS013728	Human trafficking in Europe
DIS013763	2012 Kermadec Islands eruption
DIS013769	Malnutrition in Peru
DIS013780	1888 eruption of Mount Bandai
DIS013786	List of sections of Chester city walls and associated structures
DIS013787	Police brutality
DIS013788	Domestic violence in Kenya
DIS013806	Bladder cancer in cats and dogs
DIS013822	Asian Dust
DIS013841	Camouflage Europe Centrale
DIS013854	Lucky Jack mine
DIS013856	Pecan anthracnose
DIS013860	Mills' Mess
DIS013861	Email loop
DIS013865	Groupshift
DIS013866	Gibibit
DIS013904	Basketball at the 1952 Summer Olympics
DIS013938	Springfield race riot of 1908
DIS013943	Turf necrotic ring spot
DIS013947	Compressor stall
DIS013950	P-factor
DIS013954	Guardian US
DIS013956	Spectator (Dungeons & Dragons)
DIS013968	2014–2015 eruption of Bárðarbunga
DIS013985	Child labor in Bolivia
DIS013992	12:5
DIS014049	Wavy steps and trails
DIS014067	HMS Pelorus (1857)
DIS014068	MD6
DIS014095	1968 Detroit riot
DIS014101	Pre-spawn mortality in coho salmon
DIS014106	Diabetes in cats
DIS014108	Argentina at the 1908 Summer Olympics
DIS014114	1968 Kham Duc C-130 shootdown
DIS014123	1984 Rajneeshee bioterror attack
DIS014129	Acute haemorrhagic conjunctivitis in Ghana
DIS014137	1966 Chicago West Side riots
DIS014143	LGBT rights in Iowa
DIS014161	Peninsula Malaysia tornado outbreak of 2014
DIS014199	Ageing of Europe
DIS014203	1970 Memorial Park riot
DIS014216	Velvet (fish disease)
DIS014247	1810 in New Zealand
DIS014311	Drow
DIS014314	2009 swine flu pandemic
