disease_id	name
DIS006265	Dejerine–Sottas disease
DIS006262	Congenital adrenal hyperplasia due to 21-hydroxylase deficiency
DIS006266	Phytophotodermatitis
DIS006267	Tubo-ovarian abscess
DIS006268	Toxocariasis
DIS006269	Gestational pemphigoid
DIS006270	Autosomal dominant nocturnal frontal lobe epilepsy
DIS005728	Microvenular hemangioma
DIS005729	Acquired progressive lymphangioma
DIS005731	Rhabdomyoma
DIS006275	ABCD syndrome
DIS005733	Lymphoproliferative disorders
DIS006279	Monorchism
DIS005720	Electrolyte imbalance
DIS006281	Achilles tendinitis
DIS006282	Succinic semialdehyde dehydrogenase deficiency
DIS006283	Streptococcal pharyngitis
DIS006284	Abusive head trauma
DIS006285	May–Thurner syndrome
DIS006286	Transmissible spongiform encephalopathy
DIS006287	Dependent personality disorder
DIS000983	Linear and whorled nevoid hypermelanosis
DIS006289	Arbovirus
DIS006291	CHILD syndrome
DIS006292	Blackwater fever
DIS006294	Glycogen storage disease type III
DIS006295	Mucopolysaccharidosis
DIS006296	Buccal exostosis
DIS006297	Proximal 18q-
DIS013416	Fibrosing colonopathy
DIS010292	Monoclonal gammopathy
DIS006299	Sick sinus syndrome
DIS006300	Acrodynia
DIS006301	Purtscher's retinopathy
DIS006303	Alveolar osteitis
DIS005760	Appendix cancer
DIS006305	Fructose bisphosphatase deficiency
DIS006307	Horner's syndrome
DIS006308	Tularemia
DIS006310	Portal hypertensive gastropathy
DIS006311	Transient acantholytic dermatosis
DIS006313	Haemophilia
DIS006315	Viral hemorrhagic fever
DIS005772	Schwannoma
DIS006317	Dacryoadenitis
DIS006319	Familial dysautonomia
DIS006323	Pseudoexfoliation syndrome
DIS006324	Brugada syndrome
DIS006326	Acute proliferative glomerulonephritis
DIS005785	Freckle
DIS005768	Single umbilical artery
DIS006330	Infertility
DIS006331	Acinic cell carcinoma
DIS006332	Papilledema
DIS006333	Concussion
DIS006334	Schamberg disease
DIS005791	Acute hemorrhagic edema of infancy
DIS006335	Gingivitis
DIS003777	Hiatus hernia
DIS006337	Rhabdomyolysis
DIS006338	Staphylococcal scalded skin syndrome
DIS006339	Sack–Barabas syndrome
DIS006340	MELAS syndrome
DIS006341	Avoidant/restrictive food intake disorder
DIS006342	Madelung's deformity
DIS006343	Endocardial fibroelastosis
DIS006344	Isosporiasis
DIS006347	Eating disorder not otherwise specified
DIS006348	Granulosa cell tumour
DIS006350	Scleredema
DIS006352	Left bundle branch block
DIS006353	IgG4-related disease
DIS006354	Joubert syndrome
DIS006355	Plasma cell leukemia
DIS006357	Congenital rubella syndrome
DIS005814	Immunoproliferative disorder
DIS006359	Uterus didelphys
DIS006360	Atypical pneumonia
DIS006361	Unicornuate uterus
DIS006364	Childhood arthritis
DIS006365	Metabolic syndrome
DIS006367	Postoperative nausea and vomiting
DIS006369	Acariasis
DIS006371	Medication overuse headache
DIS006372	Möbius syndrome
DIS006373	Sixth nerve palsy
DIS006376	Cardiomegaly
DIS003818	Cretinism
DIS006377	Pronator teres syndrome
DIS006378	Intrauterine hypoxia
DIS006379	Venous thrombosis
DIS005838	Marcus Gunn phenomenon
DIS006382	Achard–Thiers syndrome
DIS006383	Adrenal crisis
DIS006384	Accessory auricle
DIS005844	Granular cell tumor
DIS006386	Postpartum infections
DIS001012	Renal dysplasia-limb defects syndrome
DIS006387	Bruns apraxia
DIS006388	Athlete's foot
DIS006389	Myoclonus
DIS006390	MOMO syndrome
DIS006391	Intrahepatic cholestasis of pregnancy
DIS006392	Hypereosinophilic syndrome
DIS006393	Typhus
DIS006394	Plantar fibromatosis
DIS006395	Metabolic alkalosis
DIS006396	Radiation burn
DIS006397	Psychasthenia
DIS006398	Vaginal cancer
DIS006399	Rhinitis medicamentosa
DIS006400	Batten disease
DIS006401	Polymorphous light eruption
DIS006402	Periapical cyst
DIS006404	Triple-A syndrome
DIS006406	Cryptorchidism
DIS006407	Pallister–Hall syndrome
DIS006408	Miscarriage
DIS006409	Pacemaker failure
DIS006410	Choroid plexus papilloma
DIS006411	Tic
DIS006412	Lichen simplex chronicus
DIS006413	Morsicatio buccarum
DIS006414	Mitochondrial DNA depletion syndrome
DIS006415	Prosopagnosia
DIS006416	Hyperprolactinaemia
DIS006417	Bronchiolitis obliterans
DIS006418	Cicatricial pemphigoid
DIS005878	Optic nerve glioma
DIS006420	Hypertensive heart disease
DIS005865	Atrioventricular block
DIS006423	Erythromelalgia
DIS005882	Renal-hepatic-pancreatic dysplasia
DIS006425	Hepatitis B
DIS006426	Rhinolith
DIS006428	Metaplasia
DIS005887	Carcinosarcoma
DIS006429	Entropion
DIS006430	Infantile Refsum disease
DIS006432	Angiolipoma
DIS006433	Cellulitis
DIS006434	Granuloma annulare
DIS006437	Myocardial rupture
DIS006438	FG syndrome
DIS006439	Lymphangiectasia
DIS006440	Liver abscess
DIS014262	Renal–hepatic–pancreatic dysplasia
DIS006441	Focal facial dermal dysplasia
DIS006442	Onychomycosis
DIS006444	Orbital lymphoma
DIS006445	Substance-induced psychosis
DIS006447	Acatalasia
DIS006448	Rachischisis
DIS006449	Cervical cancer
DIS006450	Monoplegia
DIS006451	Charley horse
DIS005894	Valvular heart disease
DIS006453	Cat-scratch disease
DIS006455	Pyelonephritis
DIS006456	Mollaret's meningitis
DIS006457	Schnitzler syndrome
DIS006458	Graft-versus-host disease
DIS006459	Neutropenia
DIS005901	Hallucinogen persisting perception disorder
DIS006461	Choledochal cysts
DIS003902	Sickle-cell disease
DIS010288	Bed bug
DIS006463	Asperger syndrome
DIS010312	Subepidermal calcified nodule
DIS006469	Enterotoxigenic Escherichia coli
DIS006470	Penile cancer
DIS006471	Diabetic nephropathy
DIS006472	Penile fracture
DIS006474	Gastroparesis
DIS006475	Factor V Leiden
DIS006476	Neonatal hypoglycemia
DIS005933	Trophoblastic neoplasm
DIS006477	Smoke inhalation
DIS006479	Intertrigo
DIS006480	Nervous system disease
DIS005937	Uterine prolapse
DIS008132	Cri du chat syndrome
DIS006483	Diverticulitis
DIS006484	Parsonage–Turner syndrome
DIS006485	High-altitude cerebral edema
DIS006486	Airsickness
DIS006489	Acute lymphoblastic leukemia
DIS006490	Infant respiratory distress syndrome
DIS006491	Sphincter of Oddi dysfunction
DIS006493	Rh disease
DIS006494	Hyponatremia
DIS006495	Hemolytic disease of the newborn (anti-Rhc)
DIS006497	Hypogonadism
DIS006498	Polymyalgia rheumatica
DIS006501	Cyclothymia
DIS006502	Recurrent miscarriage
DIS006503	Chronic venous insufficiency
DIS006504	Influenza
DIS006505	Calciphylaxis
DIS006506	Choanal atresia
DIS005963	Actinic granuloma
DIS006509	Sydenham's chorea
DIS006510	Migraine
DIS006511	Carrion's disease
DIS006512	Robinow syndrome
DIS006513	Enterocolitis
DIS005970	Gastrointestinal cancer
DIS006514	Neurogenic shock
DIS006516	Myotonia
DIS005973	Post-coital tristesse
DIS006518	Autism
DIS001060	HEC syndrome
DIS006519	Pallister–Killian syndrome
DIS006521	Neuronal ceroid lipofuscinosis
DIS006522	Fox–Fordyce disease
DIS006523	Ehrlichiosis ewingii infection
DIS006524	Triple X syndrome
DIS006525	Hypophosphatasia
DIS010277	Pentasomy X
DIS006527	Chalazion
DIS006529	Cystic fibrosis
DIS006530	Bronchospasm
DIS006531	Speech disorder
DIS006532	Malignant histiocytosis
DIS006536	Primary ciliary dyskinesia
DIS005993	Embryonal rhabdomyosarcoma
DIS006537	Bone tumor
DIS000399	Food craving
DIS006539	Hyperglycemia
DIS006540	Young–Madders syndrome
DIS006542	Pediculosis corporis
DIS006543	Pediculosis pubis
DIS006544	Pediculosis
DIS006545	Amniotic band constriction
DIS006547	Central nervous system disease
DIS006548	Sensorineural hearing loss
DIS006550	Thyroid hormone resistance
DIS006551	Acral lentiginous melanoma
DIS006552	Oral submucous fibrosis
DIS006554	Stomatitis nicotina
DIS006556	Sleepwalking
DIS006557	Uterine incarceration
DIS006558	Peyronie's disease
DIS006559	Congenital pulmonary airway malformation
DIS006560	Gerstmann syndrome
DIS006562	Labyrinthine fistula
DIS006563	Hyper-IgD syndrome
DIS006564	Hypolipoproteinemia
DIS006565	Chronic myelomonocytic leukemia
DIS006566	Fanconi syndrome
DIS010953	Constriction ring syndrome
DIS006568	Female infertility
DIS006569	Duodenitis
DIS006571	Congenital generalized lipodystrophy
DIS006574	Birth trauma (physical)
DIS006575	Dracunculiasis
DIS006033	Struma ovarii
DIS006577	Anorectal abscess
DIS006579	Metal fume fever
DIS006581	Aggressive fibromatosis
DIS006582	Quebec platelet disorder
DIS006583	Myotonia congenita
DIS006585	3-M syndrome
DIS006586	Trifascicular block
DIS006587	Hypermobility (joints)
DIS006588	Non-Hodgkin lymphoma
DIS006589	Mandibular fracture
DIS006590	Glycogen storage disease type I
DIS006591	Iodine deficiency
DIS006592	Bromism
DIS006593	Giant-cell tumor of bone
DIS006594	Williams syndrome
DIS006595	Ankylosing spondylitis
DIS006053	SCARF syndrome
DIS006597	Ingrown nail
DIS006598	Dupuytren's contracture
DIS006599	Gastric outlet obstruction
DIS006600	Status epilepticus
DIS006602	Chronic neutrophilic leukemia
DIS006603	Situs inversus
DIS006604	Milk-alkali syndrome
DIS006605	Hypoaldosteronism
DIS006606	Generalized pustular psoriasis
DIS006608	Tungiasis
DIS006609	Toe walking
DIS004049	Bitot's spots
DIS006610	Henoch–Schönlein purpura
DIS006612	Ebstein's anomaly
DIS004053	Vocal fold nodule
DIS006613	Myeloperoxidase deficiency
DIS006614	Shift work sleep disorder
DIS006615	Melkersson–Rosenthal syndrome
DIS006616	Parry–Romberg syndrome
DIS006076	MALT lymphoma
DIS006618	Chloracne
DIS004059	Intraductal papillary mucinous neoplasm
DIS006619	Quadriceps tendon rupture
DIS006620	Bannayan–Riley–Ruvalcaba syndrome
DIS006623	Hypercementosis
DIS006625	Mitochondrial trifunctional protein deficiency
DIS006627	Sexual fetishism
DIS006629	1q21.1 duplication syndrome
DIS006630	Benign prostatic hyperplasia
DIS006632	Homicidal ideation
DIS006634	Portal hypertension
DIS004077	Clostridium difficile infection
DIS006635	Pitted keratolysis
DIS006636	Gnathostomiasis
DIS006637	New daily persistent headache
DIS006638	Brunner syndrome
DIS006639	Hereditary persistence of fetal hemoglobin
DIS006640	Sinus tachycardia
DIS006641	Meralgia paraesthetica
DIS006642	Kuru (disease)
DIS006646	X-linked severe combined immunodeficiency
DIS006648	Dhat syndrome
DIS006649	Fragile X-associated tremor/ataxia syndrome
DIS006650	Dukes' disease
DIS006651	Tropical sprue
DIS006652	Hypercapnia
DIS006113	Schöpf–Schulz–Passarge syndrome
DIS006655	Vertebrobasilar insufficiency
DIS006657	Hemangiopericytoma
DIS006658	Animal bite
DIS004098	Erythema chronicum migrans
DIS006659	Primary central nervous system lymphoma
DIS006660	Hypochondriasis
DIS006661	Amblyopia
DIS006662	Erythema multiforme
DIS006664	Hookworm infection
DIS006665	Glioma
DIS006666	Retinal detachment
DIS006667	Howel–Evans syndrome
DIS006669	Bagassosis
DIS006670	Hyoid bone fracture
DIS006672	First-degree atrioventricular block
DIS006673	Fuchs' dystrophy
DIS006674	Zygomaticomaxillary complex fracture
DIS006676	Somatic symptom disorder
DIS006677	Phlegmasia alba dolens
DIS006679	Conversion disorder
DIS006681	Thyroid cancer
DIS006685	Chronic bacterial prostatitis
DIS006686	Nephritic syndrome
DIS006688	Reactive arthritis
DIS006689	Varicocele
DIS006690	2q37 monosomy
DIS006691	Caspase-8 deficiency
DIS006692	Neonatal encephalopathy
DIS006693	PHACES Syndrome
DIS006694	Lymphocytic colitis
DIS006153	Generalized epilepsy
DIS006695	Coalworker's pneumoconiosis
DIS006696	CREST syndrome
DIS006697	Pseudolymphoma
DIS006698	Rapid eye movement sleep behavior disorder
DIS006675	Cervical ectropion
DIS006699	Splenomegaly
DIS006700	Cerebroretinal microangiopathy with calcifications and cysts
DIS006701	Omphalitis of newborn
DIS006702	Osteomyelitis
DIS006703	Male accessory gland infection
DIS006704	Collagenous colitis
DIS006705	Adie syndrome
DIS006706	Pycnodysostosis
DIS006707	Dilated cardiomyopathy
DIS004148	Vocal fold paresis
DIS006709	Hyperphosphatemia
DIS006710	Diffuse panbronchiolitis
DIS006711	Charcot–Marie–Tooth disease
DIS006712	Dyslexia
DIS006713	Eosinophilia
DIS006714	Porphyria
DIS006715	Phantom eye syndrome
DIS006716	Esophagitis
DIS006718	Dysplastic nevus syndrome
DIS006720	Urinary tract infection
DIS006721	Spermatocele
DIS006168	Yim–Ebbin syndrome
DIS006722	Neuromuscular disease
DIS006723	Tinnitus
DIS006724	Gianotti–Crosti syndrome
DIS006726	Stomatitis
DIS006728	Marjolin's ulcer
DIS006187	Spiradenoma
DIS006729	Acute monocytic leukemia
DIS006730	Rabson–Mendenhall syndrome
DIS006731	Lamellar ichthyosis
DIS006732	Hepatic encephalopathy
DIS006733	Hyperandrogenism
DIS006734	Scleroderma
DIS006736	Thygeson's superficial punctate keratopathy
DIS006738	Dysmetria
DIS006739	Citrullinemia
DIS006741	Aphakia
DIS004180	Breast lump
DIS006742	Urbach–Wiethe disease
DIS006743	Primary biliary cholangitis
DIS006744	Miosis
DIS006745	Hyphema
DIS006747	Scarring hair loss
DIS006751	Chlorine gas poisoning
DIS006752	Lacunar stroke
DIS006753	Analgesic nephropathy
DIS006212	Apudoma
DIS006754	Phimosis
DIS006755	Traumatic asphyxia
DIS006756	Lysosomal storage disease
DIS006215	Mast cell leukemia
DIS006758	Cowden syndrome
DIS006197	Odontoma
DIS006760	Acanthamoeba keratitis
DIS006762	Necrotizing enterocolitis
DIS006764	Weight loss
DIS006766	Constrictive pericarditis
DIS006769	Cleidocranial dysostosis
DIS006772	Periodic paralysis
DIS006773	Machado–Joseph disease
DIS006774	Post-transplant lymphoproliferative disorder
DIS006767	Sleep state misperception
DIS006775	Fukuyama congenital muscular dystrophy
DIS006776	Fragile X syndrome
DIS006777	Arthrogryposis
DIS006778	Acute tubular necrosis
DIS006780	Cholesteatoma
DIS006781	Follicular thyroid cancer
DIS006785	Incontinentia pigmenti
DIS006786	Adrenoleukodystrophy
DIS006788	Hemeralopia
DIS006789	Nyctalopia
DIS006790	Temporal lobe epilepsy
DIS006791	Kallmann syndrome
DIS006792	Horseshoe kidney
DIS006793	Aromatase deficiency
DIS006795	Demyelinating disease
DIS006796	Chylomicron retention disease
DIS006797	Bangstad syndrome
DIS006798	Head injury
DIS006801	Immunodeficiency
DIS006803	Presbycusis
DIS006806	Multiple epiphyseal dysplasia
DIS006807	Callus
DIS001989	Urinary urgency
DIS006810	Lung abscess
DIS006811	Annular pancreas
DIS006812	Pancreatic neuroendocrine tumor
DIS006813	Encephalocele
DIS006272	Stratton Parker syndrome
DIS006816	Allergic bronchopulmonary aspergillosis
DIS006278	Giant-cell tumor of the tendon sheath
DIS006821	Gastrointestinal stromal tumor
DIS006822	Pruritus ani
DIS006271	Kapur–Toriello syndrome
DIS006827	Rabies
DIS001150	Myoepithelioma of the head and neck
DIS006831	Pulled elbow
DIS006832	Glycogen storage disease type V
DIS006833	Helminthiasis
DIS006835	Wiskott–Aldrich syndrome
DIS006293	Micrognathism
DIS006838	Jumping Frenchmen of Maine
DIS006839	Duchenne muscular dystrophy
DIS006840	Turner syndrome
DIS006841	Hyperinsulinemia
DIS006842	Denture-related stomatitis
DIS006844	Impetigo
DIS006847	Boxer's fracture
DIS008135	Thrombocythemia
DIS006849	Atrophic gastritis
DIS006850	Allergic conjunctivitis
DIS006853	Bird fancier's lung
DIS006854	Alcohol intoxication
DIS006856	Meigs' syndrome
DIS006859	Scintillating scotoma
DIS006860	Epiretinal membrane
DIS006861	Acne
DIS006862	Pure autonomic failure
DIS006863	Morgagni Stewart Morel syndrome
DIS006309	Pseudohypoaldosteronism
DIS006864	Brodie abscess
DIS006865	Biliary atresia
DIS006866	Ichthyosis prematurity syndrome
DIS006870	Scotoma
DIS006872	Wart
DIS006873	Q fever
DIS006874	Restrictive lung disease
DIS006876	Trench fever
DIS006877	Rotaviral gastroenteritis
DIS006879	Developmental disability
DIS006880	Medullary cystic kidney disease
DIS006881	Hyperosmolar hyperglycemic state
DIS006883	Endometrial hyperplasia
DIS006419	Becker's nevus
DIS006884	Holt–Oram syndrome
DIS006888	Asherman's syndrome
DIS006887	Wilms' tumor
DIS006889	Persistent truncus arteriosus
DIS006890	Diffuse myelinoclastic sclerosis
DIS006891	Heerfordt syndrome
DIS006893	Familial hypercholesterolemia
DIS006895	Testicular torsion
DIS006896	Ventricular septal defect
DIS006897	Paranoid schizophrenia
DIS006898	Disorganized schizophrenia
DIS006875	Lattice corneal dystrophy
DIS006899	Nicotine poisoning
DIS006900	Thyroid nodule
DIS006902	Erythroplakia
DIS006903	McCune–Albright syndrome
DIS006904	Transfusion associated circulatory overload
DIS006906	Cyclosporiasis
DIS006909	Brown's syndrome
DIS006911	Premature atrial contraction
DIS006349	Semantic dementia
DIS006446	Proliferating angioendotheliomatosis
DIS006368	Erythroplasia of Queyrat
DIS006916	Acne conglobata
DIS006917	Alcoholic liver disease
DIS006918	Yersiniosis
DIS006452	Multiple hamartoma syndrome
DIS006919	Polycystic kidney disease
DIS006920	Extranodal NK/T-cell lymphoma, nasal type
DIS006921	Mycoplasma hominis infection
DIS006922	Nasal congestion
DIS006923	Sitosterolemia
DIS006924	Congenital nephrotic syndrome
DIS006925	Exophoria
DIS006926	Noma (disease)
DIS006929	Pendred syndrome
DIS006930	Heterophoria
DIS006385	Nevus of Ito
DIS006931	Aortitis
DIS006932	Drug overdose
DIS006933	Bronchomalacia
DIS006934	Sucrose intolerance
DIS006935	Thyroid lymphoma
DIS006937	Serpentine fibula-polycystic kidney syndrome
DIS006938	Osteopenia
DIS006939	Hepatosplenic T-cell lymphoma
DIS006941	Primary mediastinal B-cell lymphoma
DIS006944	Herpes labialis
DIS006946	Posttraumatic stress disorder
DIS006947	Unstable angina
DIS006948	Hypertropia
DIS006950	Thyroid dyshormonogenesis
DIS006928	Esophoria
DIS009291	shoulder impingement syndrome
DIS006488	Benign hereditary chorea
DIS006954	Clear-cell adenocarcinoma of the vagina
DIS006956	Fifth disease
DIS006957	Familial Mediterranean fever
DIS006492	Urogenital neoplasm
DIS006959	Sarcoma botryoides
DIS006961	Cohen syndrome
DIS006962	Uveitis
DIS006963	Pulpitis
DIS006964	Coccydynia
DIS006965	Intermittent explosive disorder
DIS006966	Capillary leak syndrome
DIS006967	Clear-cell sarcoma
DIS006968	Thyroiditis
DIS006969	Medulloepithelioma
DIS006970	Endodermal sinus tumor
DIS004405	Dermoid cyst
DIS006971	Viral meningitis
DIS006972	Neurapraxia
DIS006973	Erythrasma
DIS013419	Obliterative bronchiolitis
DIS006974	Gonadoblastoma
DIS006975	Borderline personality disorder
DIS006977	Subclavian steal syndrome
DIS006978	Pseudocholinesterase deficiency
DIS006979	Germinoma
DIS006980	Embryonal carcinoma
DIS006983	Suicidal ideation
DIS006985	Monoarthritis
DIS006986	49,XXXXY
DIS006987	Hand injury
DIS006988	VIPoma
DIS006953	Impingement syndrome
DIS006991	Premature ejaculation
DIS006993	Mesoblastic nephroma
DIS006994	Palindromic rheumatism
DIS006995	Lymphocele
DIS006997	Needlestick injury
DIS006998	Tetraplegia
DIS006533	Dahlberg Borer Newcomer syndrome
DIS007001	Brazilian purpuric fever
DIS007002	Nephroptosis
DIS007003	Uncombable hair syndrome
DIS007004	Silver–Russell syndrome
DIS007005	Spinocerebellar ataxia type 6
DIS007007	Central nervous system cavernous hemangioma
DIS007010	Schizoaffective disorder
DIS006984	Immunodeficiency–centromeric instability–facial anomalies syndrome
DIS007012	Bursitis
DIS007013	Osteoblastoma
DIS007014	Neutrophilia
DIS006549	Boomerang dysplasia
DIS007015	Peripheral ossifying fibroma
DIS007016	Toxic epidermal necrolysis
DIS007018	Vici syndrome
DIS007020	Limp
DIS007021	Neuromuscular junction disease
DIS007023	Cryopyrin-associated periodic syndrome
DIS007026	Metanephric adenoma
DIS007027	Hermansky–Pudlak syndrome
DIS007028	Serotonin syndrome
DIS007030	Pyromania
DIS007031	Papillon–Lefèvre syndrome
DIS007032	Mesothelioma
DIS007033	Stye
DIS007035	Coccidioidomycosis
DIS007036	Phobia
DIS007038	Ankyloglossia
DIS007039	Postpartum bleeding
DIS007041	Peritonsillar abscess
DIS007045	Familial adenomatous polyposis
DIS007046	Undifferentiated pleomorphic sarcoma
DIS007047	Pure red cell aplasia
DIS007049	Gender dysphoria
DIS007052	Premature ovarian failure
DIS007053	Mastitis
DIS007054	Congenital ichthyosiform erythroderma
DIS007055	Dermatochalasis
DIS007056	Calcaneal spur
DIS007058	Intracranial aneurysm
DIS007059	Allergy
DIS007060	Seckel syndrome
DIS007061	Ophthalmodynia periodica
DIS007063	Psychosis
DIS007064	Cryptococcosis
DIS007065	Neonatal-onset multisystem inflammatory disease
DIS007066	Respiratory acidosis
DIS007067	Hernia
DIS006601	Staphylococcal infection
DIS007068	Japanese encephalitis
DIS013434	Cryptic pregnancy
DIS007070	Vascular disease
DIS007071	Lathyrism
DIS007072	Waldenström's macroglobulinemia
DIS007073	Aneuploidy
DIS007074	Benign paroxysmal positional vertigo
DIS007075	1q21.1 deletion syndrome
DIS007076	Large-cell lung carcinoma with rhabdoid phenotype
DIS007077	Cushing's disease
DIS006611	Cyclic neutropenia
DIS007080	BENTA disease
DIS007082	Cystocele
DIS007083	Pleural effusion
DIS007084	Id reaction
DIS007085	Cephalopelvic disproportion
DIS007086	Anemia of chronic disease
DIS007087	Port-wine stain
DIS007088	XY gonadal dysgenesis
DIS007089	Anthrax
DIS007090	Hepatic veno-occlusive disease
DIS007092	Ethylene glycol poisoning
DIS004527	Korsakoff's syndrome
DIS007093	Bubonic plague
DIS007095	Steatorrhea
DIS007096	XYY syndrome
DIS006631	Kindler syndrome
DIS007100	Atopic dermatitis
DIS006633	MODY 3
DIS007102	Biliary colic
DIS007103	Urocanic aciduria
DIS007104	Adult-onset Still's disease
DIS007105	Hypouricemia
DIS007106	Balkan endemic nephropathy
DIS007107	Leptospirosis
DIS007108	Diabetic retinopathy
DIS004542	Autoimmune encephalitis
DIS007109	Traumatic aortic rupture
DIS007110	Chronic recurrent multifocal osteomyelitis
DIS006643	B-cell lymphoma
DIS007114	Esophageal candidiasis
DIS007091	Severe combined immunodeficiency
DIS007119	Warfarin necrosis
DIS007120	Ascending cholangitis
DIS007121	Progressive muscular atrophy
DIS007122	Focal nodular hyperplasia
DIS007123	Diastasis recti
DIS007125	Epileptic spasms
DIS007126	Infantile neuroaxonal dystrophy
DIS007127	Nephrogenic diabetes insipidus
DIS007128	Rectocele
DIS007129	Progressive familial intrahepatic cholestasis
DIS007130	Stenosis of uterine cervix
DIS007132	Mowat–Wilson syndrome
DIS007133	Schindler disease
DIS007134	Malocclusion
DIS007136	Spontaneous coronary artery dissection
DIS006668	Mirhosseini–Holmes–Walton syndrome
DIS007137	Webbed neck
DIS007139	Preauricular sinus and cyst
DIS007140	Danon disease
DIS007141	Renal glycosuria
DIS007142	Legionnaires' disease
DIS007143	Donnai–Barrow syndrome
DIS007135	Paragonimiasis
DIS007144	Dandy–Walker syndrome
DIS007146	Renovascular hypertension
DIS007148	Erysipelas
DIS007149	Graves' ophthalmopathy
DIS007152	Birdshot chorioretinopathy
DIS006684	Endometritis
DIS007154	Bobble-head doll syndrome
DIS007156	Pulmonary embolism
DIS007157	Hallucination
DIS007158	Tricho-hepato-enteric syndrome
DIS007160	Near-sightedness
DIS007161	Pleurisy
DIS007162	Aspergillosis
DIS007164	Alcoholic cardiomyopathy
DIS007165	Pickardt syndrome
DIS007166	Amoebic liver abscess
DIS007169	Small fiber peripheral neuropathy
DIS007170	Plasma cell gingivitis
DIS007172	Alien hand syndrome
DIS007174	Hyperpituitarism
DIS007175	Tourette syndrome
DIS007176	Haemophilia A
DIS007177	Papillorenal syndrome
DIS007178	Epstein–Barr virus infection
DIS007179	Hypoparathyroidism
DIS007180	Keutel syndrome
DIS001251	Generalized eruptive histiocytoma
DIS007181	Receptive aphasia
DIS007182	Hyperammonemia
DIS007185	Exercise-induced bronchoconstriction
DIS007186	Scoliosis
DIS006717	Epidermolysis bullosa
DIS007187	Conjugate gaze palsy
DIS007188	Atypical facial pain
DIS006719	Hypotrichosis–lymphedema–telangiectasia syndrome
DIS007189	Internuclear ophthalmoplegia
DIS007190	Neurofibroma
DIS007191	Actinomycosis
DIS007192	Euthyroid sick syndrome
DIS007193	Pulmonary atresia
DIS007194	Reticular dysgenesis
DIS007197	Acute abdomen
DIS007198	Paget's disease of the breast
DIS007199	Restrictive cardiomyopathy
DIS007200	Obesity
DIS007201	Myelofibrosis
DIS007202	Perinatal asphyxia
DIS007203	Cholinergic urticaria
DIS007183	Tietz syndrome
DIS007206	Right bundle branch block
DIS007207	Fecal impaction
DIS007209	Transposition of the great vessels
DIS006740	Atrophodermia vermiculata
DIS007212	Cirrhosis
DIS007213	Endometrial polyp
DIS007214	HPV-positive oropharyngeal cancer
DIS007215	Short bowel syndrome
DIS007216	Synovial sarcoma
DIS007217	Arteriosclerosis
DIS006748	Zori–Stalker–Williams syndrome
DIS007218	Primary progressive aphasia
DIS007220	Abdominal mass
DIS001256	Neck pain
DIS007221	Human herpesvirus 7
DIS007222	Edwards syndrome
DIS011168	Human betaherpesvirus 7
DIS007223	MERRF syndrome
DIS007224	Proteus syndrome
DIS007226	Antley–Bixler syndrome
DIS007227	Large-cell lung carcinoma
DIS007228	Somnolence
DIS007229	Thrombophilia
DIS007232	Flaccid paralysis
DIS007233	Signet ring cell carcinoma
DIS007234	Rapidly progressive glomerulonephritis
DIS007235	Herpes zoster ophthalmicus
DIS007236	Lissencephaly
DIS007237	Paraphimosis
DIS008136	Inborn errors of metabolism
DIS007239	Ascariasis
DIS006671	Mixed receptive-expressive language disorder
DIS007240	Scleritis
DIS006771	Mismatch repair cancer syndrome
DIS007241	Hemangioendothelioma
DIS007242	Chorangioma
DIS007243	Bicornuate uterus
DIS007244	Sprain
DIS007246	Cavernous sinus thrombosis
DIS007247	PASLI disease
DIS007248	Ventriculitis
DIS007249	Necrotizing vasculitis
DIS007250	Granulomatosis with polyangiitis
DIS007252	Multiple endocrine neoplasia type 2
DIS007253	Scanning speech
DIS007254	Wilson's disease
DIS007257	Kidney cancer
DIS007258	Acute necrotizing ulcerative gingivitis
DIS007259	Pinguecula
DIS014263	PHACE syndrome
DIS007260	Idiopathic CD4+ lymphocytopenia
DIS007262	Pericardial effusion
DIS007263	Asystole
DIS007264	Band keratopathy
DIS007265	Anterior ischemic optic neuropathy
DIS007266	Hyperparathyroidism
DIS007267	Interrupted aortic arch
DIS007268	Spinal cord compression
DIS007269	Osteogenesis imperfecta
DIS007271	Leukodystrophy
DIS007272	Frontotemporal dementia
DIS007273	Hangover
DIS007274	Anophthalmia
DIS007276	Stillbirth
DIS006808	Lethal midline granuloma
DIS006809	Febrile non-hemolytic transfusion reaction
DIS007279	Ulnar neuropathy
DIS007280	Retroverted uterus
DIS007281	Sakati–Nyhan–Tisdale syndrome
DIS007282	Plica syndrome
DIS007284	Brain abscess
DIS007285	Hematospermia
DIS004720	Pancreatic mucinous cystic neoplasm
DIS007286	Congenital distal spinal muscular atrophy
DIS007287	Cracked tooth syndrome
DIS006818	Acanthoma
DIS007288	Calcifying odontogenic cyst
DIS007289	Ehrlichiosis
DIS007290	Cholera
DIS007291	Urticaria pigmentosa
DIS007292	Noncompaction cardiomyopathy
DIS007297	Ganglioglioma
DIS007298	Wiedemann–Rautenstrauch syndrome
DIS007300	De Quervain's thyroiditis
DIS001275	Nervous system neoplasm
DIS007302	Adenomyomatosis
DIS007304	Rectovaginal fistula
DIS007305	Urticarial vasculitis
DIS007307	Antithrombin III deficiency
DIS007308	Smith–Magenis syndrome
DIS007309	Ankylosis
