disease_id	name	url
DIS005611	Hemolytic-uremic syndrome	http://en.wikipedia.org/wiki/Hemolytic-uremic_syndrome
DIS005612	Haim–Munk syndrome	http://en.wikipedia.org/wiki/Haim–Munk_syndrome
DIS005613	Lobar pneumonia	http://en.wikipedia.org/wiki/Lobar_pneumonia
DIS005614	Meleda disease	http://en.wikipedia.org/wiki/Meleda_disease
DIS005615	Air embolism	http://en.wikipedia.org/wiki/Air_embolism
DIS005616	Myopathy, X-linked, with excessive autophagy	http://en.wikipedia.org/wiki/Myopathy,_X-linked,_with_excessive_autophagy
DIS005617	Reactive hypoglycemia	http://en.wikipedia.org/wiki/Reactive_hypoglycemia
DIS005618	Eales disease	http://en.wikipedia.org/wiki/Eales_disease
DIS005619	Psychological abuse	http://en.wikipedia.org/wiki/Psychological_abuse
DIS005620	Physical abuse	http://en.wikipedia.org/wiki/Physical_abuse
DIS005621	Becker's muscular dystrophy	http://en.wikipedia.org/wiki/Becker's_muscular_dystrophy
DIS005622	Snapping hip syndrome	http://en.wikipedia.org/wiki/Snapping_hip_syndrome
DIS005623	Adenylosuccinate lyase deficiency	http://en.wikipedia.org/wiki/Adenylosuccinate_lyase_deficiency
DIS005624	Legius syndrome	http://en.wikipedia.org/wiki/Legius_syndrome
DIS005625	Aspirin poisoning	http://en.wikipedia.org/wiki/Aspirin_poisoning
DIS005626	Serratia infection	http://en.wikipedia.org/wiki/Serratia_infection
DIS005627	Water intoxication	http://en.wikipedia.org/wiki/Water_intoxication
DIS005628	Peripheral T-cell lymphoma not otherwise specified	http://en.wikipedia.org/wiki/Peripheral_T-cell_lymphoma_not_otherwise_specified
DIS005629	Opsoclonus myoclonus syndrome	http://en.wikipedia.org/wiki/Opsoclonus_myoclonus_syndrome
DIS005630	Ketosis	http://en.wikipedia.org/wiki/Ketosis
DIS005631	Opsoclonus	http://en.wikipedia.org/wiki/Opsoclonus
DIS005632	Alcohol abuse	http://en.wikipedia.org/wiki/Alcohol_abuse
DIS005633	Orofaciodigital syndrome 1	http://en.wikipedia.org/wiki/Orofaciodigital_syndrome_1
DIS005634	Superior oblique myokymia	http://en.wikipedia.org/wiki/Superior_oblique_myokymia
DIS005635	Cyst	http://en.wikipedia.org/wiki/Cyst
DIS005636	Methemoglobinemia	http://en.wikipedia.org/wiki/Methemoglobinemia
DIS005637	Oligohydramnios	http://en.wikipedia.org/wiki/Oligohydramnios
DIS005638	Smallpox	http://en.wikipedia.org/wiki/Smallpox
DIS005639	Rift Valley fever	http://en.wikipedia.org/wiki/Rift_Valley_fever
DIS005640	Herpes esophagitis	http://en.wikipedia.org/wiki/Herpes_esophagitis
DIS005641	Cavernous liver haemangioma	http://en.wikipedia.org/wiki/Cavernous_liver_haemangioma
DIS005642	Cystadenocarcinoma	http://en.wikipedia.org/wiki/Cystadenocarcinoma
DIS005643	Melanocytic nevus	http://en.wikipedia.org/wiki/Melanocytic_nevus
DIS005644	Idiopathic giant-cell myocarditis	http://en.wikipedia.org/wiki/Idiopathic_giant-cell_myocarditis
DIS005645	Focal and diffuse brain injury	http://en.wikipedia.org/wiki/Focal_and_diffuse_brain_injury
DIS005646	Anorexia nervosa	http://en.wikipedia.org/wiki/Anorexia_nervosa
DIS005647	Rocker bottom foot	http://en.wikipedia.org/wiki/Rocker_bottom_foot
DIS005648	Obstructive uropathy	http://en.wikipedia.org/wiki/Obstructive_uropathy
DIS005649	Hemicrania continua	http://en.wikipedia.org/wiki/Hemicrania_continua
DIS005650	Tonsillitis	http://en.wikipedia.org/wiki/Tonsillitis
DIS005651	Thunderclap headache	http://en.wikipedia.org/wiki/Thunderclap_headache
DIS005652	Febrile neutrophilic dermatosis	http://en.wikipedia.org/wiki/Febrile_neutrophilic_dermatosis
DIS005653	Lentiginosis	http://en.wikipedia.org/wiki/Lentiginosis
DIS005654	Mohr–Tranebjærg syndrome	http://en.wikipedia.org/wiki/Mohr–Tranebjærg_syndrome
DIS005655	Neutrophil-specific granule deficiency	http://en.wikipedia.org/wiki/Neutrophil-specific_granule_deficiency
DIS005656	Cystadenoma	http://en.wikipedia.org/wiki/Cystadenoma
DIS005657	X-linked hypophosphatemia	http://en.wikipedia.org/wiki/X-linked_hypophosphatemia
DIS005658	Neuralgia	http://en.wikipedia.org/wiki/Neuralgia
DIS005659	Hypocapnia	http://en.wikipedia.org/wiki/Hypocapnia
DIS005660	Lymphangioma	http://en.wikipedia.org/wiki/Lymphangioma
DIS005661	Ureaplasma infection	http://en.wikipedia.org/wiki/Ureaplasma_infection
DIS005662	Coeliac disease	http://en.wikipedia.org/wiki/Coeliac_disease
DIS005663	Retrograde ejaculation	http://en.wikipedia.org/wiki/Retrograde_ejaculation
DIS005664	Fibrosarcoma	http://en.wikipedia.org/wiki/Fibrosarcoma
DIS005665	Galactose-1-phosphate uridylyltransferase deficiency	http://en.wikipedia.org/wiki/Galactose-1-phosphate_uridylyltransferase_deficiency
DIS005666	Sexually transmitted infection	http://en.wikipedia.org/wiki/Sexually_transmitted_infection
DIS005667	Autoimmune hemolytic anemia	http://en.wikipedia.org/wiki/Autoimmune_hemolytic_anemia
DIS005668	Cardiac arrhythmia	http://en.wikipedia.org/wiki/Cardiac_arrhythmia
DIS005669	Ocular ischemic syndrome	http://en.wikipedia.org/wiki/Ocular_ischemic_syndrome
DIS005670	Hyperhomocysteinemia	http://en.wikipedia.org/wiki/Hyperhomocysteinemia
DIS005671	2-Hydroxyglutaric aciduria	http://en.wikipedia.org/wiki/2-Hydroxyglutaric_aciduria
DIS005672	Erythropoietic porphyria	http://en.wikipedia.org/wiki/Erythropoietic_porphyria
DIS005673	Amyotrophic lateral sclerosis	http://en.wikipedia.org/wiki/Amyotrophic_lateral_sclerosis
DIS005674	Harlequin-type ichthyosis	http://en.wikipedia.org/wiki/Harlequin-type_ichthyosis
DIS005675	Blastomycosis-like pyoderma	http://en.wikipedia.org/wiki/Blastomycosis-like_pyoderma
DIS005676	Hereditary mucoepithelial dysplasia	http://en.wikipedia.org/wiki/Hereditary_mucoepithelial_dysplasia
DIS005677	Hypertension	http://en.wikipedia.org/wiki/Hypertension
DIS005678	Amelanotic melanoma	http://en.wikipedia.org/wiki/Amelanotic_melanoma
DIS005679	Parathyroid adenoma	http://en.wikipedia.org/wiki/Parathyroid_adenoma
DIS005680	Adult T-cell leukemia/lymphoma	http://en.wikipedia.org/wiki/Adult_T-cell_leukemia/lymphoma
DIS005681	Photic sneeze reflex	http://en.wikipedia.org/wiki/Photic_sneeze_reflex
DIS005682	Scapular fracture	http://en.wikipedia.org/wiki/Scapular_fracture
DIS005683	Onychauxis	http://en.wikipedia.org/wiki/Onychauxis
DIS005684	Ventricular flutter	http://en.wikipedia.org/wiki/Ventricular_flutter
DIS005685	Benign familial infantile epilepsy	http://en.wikipedia.org/wiki/Benign_familial_infantile_epilepsy
DIS005686	Linear verrucous epidermal nevus	http://en.wikipedia.org/wiki/Linear_verrucous_epidermal_nevus
DIS005687	Paraneoplastic cerebellar degeneration	http://en.wikipedia.org/wiki/Paraneoplastic_cerebellar_degeneration
DIS005688	Congenital insensitivity to pain with anhidrosis	http://en.wikipedia.org/wiki/Congenital_insensitivity_to_pain_with_anhidrosis
DIS005689	Satoyoshi syndrome	http://en.wikipedia.org/wiki/Satoyoshi_syndrome
DIS005690	Choking	http://en.wikipedia.org/wiki/Choking
DIS005691	Myoclonic epilepsy	http://en.wikipedia.org/wiki/Myoclonic_epilepsy
DIS005692	Schizotypal personality disorder	http://en.wikipedia.org/wiki/Schizotypal_personality_disorder
DIS005693	Tetralogy of Fallot	http://en.wikipedia.org/wiki/Tetralogy_of_Fallot
DIS005694	Restless legs syndrome	http://en.wikipedia.org/wiki/Restless_legs_syndrome
DIS005695	Adenocarcinoma in situ of the lung	http://en.wikipedia.org/wiki/Adenocarcinoma_in_situ_of_the_lung
DIS005696	Athetoid cerebral palsy	http://en.wikipedia.org/wiki/Athetoid_cerebral_palsy
DIS005697	Arteritis	http://en.wikipedia.org/wiki/Arteritis
DIS005698	SHORT syndrome	http://en.wikipedia.org/wiki/SHORT_syndrome
DIS005699	Black eye	http://en.wikipedia.org/wiki/Black_eye
DIS005700	Propionic acidemia	http://en.wikipedia.org/wiki/Propionic_acidemia
DIS005701	Biliary pruritus	http://en.wikipedia.org/wiki/Biliary_pruritus
DIS005702	Small plaque parapsoriasis	http://en.wikipedia.org/wiki/Small_plaque_parapsoriasis
DIS005703	Hexokinase deficiency	http://en.wikipedia.org/wiki/Hexokinase_deficiency
DIS005704	Loeys–Dietz syndrome	http://en.wikipedia.org/wiki/Loeys–Dietz_syndrome
DIS005705	Dentatorubral-pallidoluysian atrophy	http://en.wikipedia.org/wiki/Dentatorubral-pallidoluysian_atrophy
DIS005706	Epilepsia partialis continua	http://en.wikipedia.org/wiki/Epilepsia_partialis_continua
DIS005707	Complement 2 deficiency	http://en.wikipedia.org/wiki/Complement_2_deficiency
DIS005708	Lobular carcinoma in situ	http://en.wikipedia.org/wiki/Lobular_carcinoma_in_situ
DIS005709	Hot tub folliculitis	http://en.wikipedia.org/wiki/Hot_tub_folliculitis
DIS005710	Keloid disorder	http://en.wikipedia.org/wiki/Keloid_disorder
DIS005711	Chronic pancreatitis	http://en.wikipedia.org/wiki/Chronic_pancreatitis
DIS005712	Candidiasis	http://en.wikipedia.org/wiki/Candidiasis
DIS005713	Paris-Trousseau syndrome	http://en.wikipedia.org/wiki/Paris-Trousseau_syndrome
DIS005714	Wilson–Turner syndrome	http://en.wikipedia.org/wiki/Wilson–Turner_syndrome
DIS005715	Smith–Fineman–Myers syndrome	http://en.wikipedia.org/wiki/Smith–Fineman–Myers_syndrome
DIS005716	Prosector's wart	http://en.wikipedia.org/wiki/Prosector's_wart
DIS005717	Postural orthostatic tachycardia syndrome	http://en.wikipedia.org/wiki/Postural_orthostatic_tachycardia_syndrome
DIS005718	Autonomic dysreflexia	http://en.wikipedia.org/wiki/Autonomic_dysreflexia
DIS005719	Meningococcal disease	http://en.wikipedia.org/wiki/Meningococcal_disease
DIS005720	Erythroderma	http://en.wikipedia.org/wiki/Erythroderma
DIS005721	Nail biting	http://en.wikipedia.org/wiki/Nail_biting
DIS005722	Zimmermann–Laband syndrome	http://en.wikipedia.org/wiki/Zimmermann–Laband_syndrome
DIS005723	Disorder of written expression	http://en.wikipedia.org/wiki/Disorder_of_written_expression
DIS005724	Pyogenic granuloma	http://en.wikipedia.org/wiki/Pyogenic_granuloma
DIS005725	Alcohol dependence	http://en.wikipedia.org/wiki/Alcohol_dependence
DIS005726	Annular elastolytic giant-cell granuloma	http://en.wikipedia.org/wiki/Annular_elastolytic_giant-cell_granuloma
DIS005727	Hurthle cell	http://en.wikipedia.org/wiki/Hurthle_cell
DIS005728	Adenine phosphoribosyltransferase deficiency	http://en.wikipedia.org/wiki/Adenine_phosphoribosyltransferase_deficiency
DIS005729	Kikuchi disease	http://en.wikipedia.org/wiki/Kikuchi_disease
DIS005730	Oropouche fever	http://en.wikipedia.org/wiki/Oropouche_fever
DIS005731	Millard–Gubler syndrome	http://en.wikipedia.org/wiki/Millard–Gubler_syndrome
DIS005732	Corticobasal degeneration	http://en.wikipedia.org/wiki/Corticobasal_degeneration
DIS005733	Vertebral artery dissection	http://en.wikipedia.org/wiki/Vertebral_artery_dissection
DIS005734	Encephalitis lethargica	http://en.wikipedia.org/wiki/Encephalitis_lethargica
DIS005735	B-cell leukemia	http://en.wikipedia.org/wiki/B-cell_leukemia
DIS005736	Bowen's disease	http://en.wikipedia.org/wiki/Bowen's_disease
DIS005737	MORM syndrome	http://en.wikipedia.org/wiki/MORM_syndrome
DIS005738	Ichthyosis with confetti	http://en.wikipedia.org/wiki/Ichthyosis_with_confetti
DIS005739	Hemophagocytic lymphohistiocytosis	http://en.wikipedia.org/wiki/Hemophagocytic_lymphohistiocytosis
DIS005740	Reactive gastropathy	http://en.wikipedia.org/wiki/Reactive_gastropathy
DIS005741	Cryofibrinogenemia	http://en.wikipedia.org/wiki/Cryofibrinogenemia
DIS005742	Otitis media	http://en.wikipedia.org/wiki/Otitis_media
DIS005743	Lupus nephritis	http://en.wikipedia.org/wiki/Lupus_nephritis
DIS005744	Desquamative gingivitis	http://en.wikipedia.org/wiki/Desquamative_gingivitis
DIS005745	Rud syndrome	http://en.wikipedia.org/wiki/Rud_syndrome
DIS005746	Weber–Christian disease	http://en.wikipedia.org/wiki/Weber–Christian_disease
DIS005747	Chorea acanthocytosis	http://en.wikipedia.org/wiki/Chorea_acanthocytosis
DIS005748	Water–electrolyte imbalance	http://en.wikipedia.org/wiki/Water–electrolyte_imbalance
DIS005749	Pre-eclampsia	http://en.wikipedia.org/wiki/Pre-eclampsia
DIS005750	Alcoholism	http://en.wikipedia.org/wiki/Alcoholism
DIS005751	Antisocial personality disorder	http://en.wikipedia.org/wiki/Antisocial_personality_disorder
DIS005752	Epulis	http://en.wikipedia.org/wiki/Epulis
DIS005753	Communication disorder	http://en.wikipedia.org/wiki/Communication_disorder
DIS005754	Reactive perforating collagenosis	http://en.wikipedia.org/wiki/Reactive_perforating_collagenosis
DIS005755	Porocephaliasis	http://en.wikipedia.org/wiki/Porocephaliasis
DIS005756	Microvenular hemangioma	http://en.wikipedia.org/wiki/Microvenular_hemangioma
DIS005757	Acquired progressive lymphangioma	http://en.wikipedia.org/wiki/Acquired_progressive_lymphangioma
DIS005758	Rothmund–Thomson syndrome	http://en.wikipedia.org/wiki/Rothmund–Thomson_syndrome
DIS005759	Rhabdomyoma	http://en.wikipedia.org/wiki/Rhabdomyoma
DIS005760	Carnitine-acylcarnitine translocase deficiency	http://en.wikipedia.org/wiki/Carnitine-acylcarnitine_translocase_deficiency
DIS005761	Lymphoproliferative disorders	http://en.wikipedia.org/wiki/Lymphoproliferative_disorders
DIS005762	Leukemia	http://en.wikipedia.org/wiki/Leukemia
DIS005763	Long QT syndrome	http://en.wikipedia.org/wiki/Long_QT_syndrome
DIS005764	Sexual headache	http://en.wikipedia.org/wiki/Sexual_headache
DIS005765	EAST syndrome	http://en.wikipedia.org/wiki/EAST_syndrome
DIS005766	Usher syndrome	http://en.wikipedia.org/wiki/Usher_syndrome
DIS005767	Hyperventilation syndrome	http://en.wikipedia.org/wiki/Hyperventilation_syndrome
DIS005768	Hypermagnesemia	http://en.wikipedia.org/wiki/Hypermagnesemia
DIS005769	Hypomagnesemia	http://en.wikipedia.org/wiki/Hypomagnesemia
DIS005770	Scimitar syndrome	http://en.wikipedia.org/wiki/Scimitar_syndrome
DIS005771	Peroxisomal disorder	http://en.wikipedia.org/wiki/Peroxisomal_disorder
DIS005772	Upper respiratory tract infection	http://en.wikipedia.org/wiki/Upper_respiratory_tract_infection
DIS005773	Ganglioneuroma	http://en.wikipedia.org/wiki/Ganglioneuroma
DIS005774	Myelodysplastic syndrome	http://en.wikipedia.org/wiki/Myelodysplastic_syndrome
DIS005775	Hypersomnia	http://en.wikipedia.org/wiki/Hypersomnia
DIS005776	Expressive language disorder	http://en.wikipedia.org/wiki/Expressive_language_disorder
DIS005777	Placental insufficiency	http://en.wikipedia.org/wiki/Placental_insufficiency
DIS005778	Enlarged vestibular aqueduct	http://en.wikipedia.org/wiki/Enlarged_vestibular_aqueduct
DIS005779	Conjunctival squamous cell carcinoma	http://en.wikipedia.org/wiki/Conjunctival_squamous_cell_carcinoma
DIS005780	Leydig cell hypoplasia	http://en.wikipedia.org/wiki/Leydig_cell_hypoplasia
DIS005781	Wound	http://en.wikipedia.org/wiki/Wound
DIS005782	Postcholecystectomy syndrome	http://en.wikipedia.org/wiki/Postcholecystectomy_syndrome
DIS005783	Cephalohematoma	http://en.wikipedia.org/wiki/Cephalohematoma
DIS005784	Fetal warfarin syndrome	http://en.wikipedia.org/wiki/Fetal_warfarin_syndrome
DIS005785	Major depressive disorder	http://en.wikipedia.org/wiki/Major_depressive_disorder
DIS005786	Melasma	http://en.wikipedia.org/wiki/Melasma
DIS005787	Occupational disease	http://en.wikipedia.org/wiki/Occupational_disease
DIS005788	Appendix cancer	http://en.wikipedia.org/wiki/Appendix_cancer
DIS005789	Subdural empyema	http://en.wikipedia.org/wiki/Subdural_empyema
DIS005790	Rubinstein–Taybi syndrome	http://en.wikipedia.org/wiki/Rubinstein–Taybi_syndrome
DIS005791	Delirium tremens	http://en.wikipedia.org/wiki/Delirium_tremens
DIS005792	Proximal renal tubular acidosis	http://en.wikipedia.org/wiki/Proximal_renal_tubular_acidosis
DIS005793	Neonatal adrenoleukodystrophy	http://en.wikipedia.org/wiki/Neonatal_adrenoleukodystrophy
DIS005794	Imperforate anus	http://en.wikipedia.org/wiki/Imperforate_anus
DIS005795	Flynn–Aird syndrome	http://en.wikipedia.org/wiki/Flynn–Aird_syndrome
DIS005796	Single umbilical artery	http://en.wikipedia.org/wiki/Single_umbilical_artery
DIS005797	Favid	http://en.wikipedia.org/wiki/Favid
DIS005798	Juvenile myelomonocytic leukemia	http://en.wikipedia.org/wiki/Juvenile_myelomonocytic_leukemia
DIS005799	Cranio–lenticulo–sutural dysplasia	http://en.wikipedia.org/wiki/Cranio–lenticulo–sutural_dysplasia
DIS005800	Schwannoma	http://en.wikipedia.org/wiki/Schwannoma
DIS005801	Dyslipidemia	http://en.wikipedia.org/wiki/Dyslipidemia
DIS005802	Splenic marginal zone lymphoma	http://en.wikipedia.org/wiki/Splenic_marginal_zone_lymphoma
DIS005803	Patellar tendinitis	http://en.wikipedia.org/wiki/Patellar_tendinitis
DIS005804	Eosinophilic gastroenteritis	http://en.wikipedia.org/wiki/Eosinophilic_gastroenteritis
DIS005805	Severe fever with thrombocytopenia syndrome	http://en.wikipedia.org/wiki/Severe_fever_with_thrombocytopenia_syndrome
DIS005806	Pharyngitis	http://en.wikipedia.org/wiki/Pharyngitis
DIS005807	Rosselli–Gulienetti syndrome	http://en.wikipedia.org/wiki/Rosselli–Gulienetti_syndrome
DIS005808	Galloway Mowat syndrome	http://en.wikipedia.org/wiki/Galloway_Mowat_syndrome
DIS005809	Blister	http://en.wikipedia.org/wiki/Blister
DIS005810	Childhood disintegrative disorder	http://en.wikipedia.org/wiki/Childhood_disintegrative_disorder
DIS005811	MASS phenotype	http://en.wikipedia.org/wiki/MASS_phenotype
DIS005812	Familial encephalopathy with neuroserpin inclusion bodies	http://en.wikipedia.org/wiki/Familial_encephalopathy_with_neuroserpin_inclusion_bodies
DIS005813	Freckle	http://en.wikipedia.org/wiki/Freckle
DIS005814	Food allergy	http://en.wikipedia.org/wiki/Food_allergy
DIS005815	Growth hormone deficiency	http://en.wikipedia.org/wiki/Growth_hormone_deficiency
DIS005816	Neonatal conjunctivitis	http://en.wikipedia.org/wiki/Neonatal_conjunctivitis
DIS005817	Warthin's tumor	http://en.wikipedia.org/wiki/Warthin's_tumor
DIS005818	Acne fulminans	http://en.wikipedia.org/wiki/Acne_fulminans
DIS005819	Acute hemorrhagic edema of infancy	http://en.wikipedia.org/wiki/Acute_hemorrhagic_edema_of_infancy
DIS005820	Norrie disease	http://en.wikipedia.org/wiki/Norrie_disease
DIS005821	Dehydration	http://en.wikipedia.org/wiki/Dehydration
DIS005822	Bundle branch block	http://en.wikipedia.org/wiki/Bundle_branch_block
DIS005823	Pyonephrosis	http://en.wikipedia.org/wiki/Pyonephrosis
DIS005824	Premenstrual syndrome	http://en.wikipedia.org/wiki/Premenstrual_syndrome
DIS005825	Branchio-oculo-facial syndrome	http://en.wikipedia.org/wiki/Branchio-oculo-facial_syndrome
DIS005826	Gallstone	http://en.wikipedia.org/wiki/Gallstone
DIS005827	Klinefelter syndrome	http://en.wikipedia.org/wiki/Klinefelter_syndrome
DIS005828	Ischemic optic neuropathy	http://en.wikipedia.org/wiki/Ischemic_optic_neuropathy
DIS005829	Type III hypersensitivity	http://en.wikipedia.org/wiki/Type_III_hypersensitivity
DIS005830	Distal renal tubular acidosis	http://en.wikipedia.org/wiki/Distal_renal_tubular_acidosis
DIS005831	Esthesioneuroblastoma	http://en.wikipedia.org/wiki/Esthesioneuroblastoma
DIS005832	Pancoast tumor	http://en.wikipedia.org/wiki/Pancoast_tumor
DIS005833	Disseminated superficial actinic porokeratosis	http://en.wikipedia.org/wiki/Disseminated_superficial_actinic_porokeratosis
DIS005834	Bilateral frontoparietal polymicrogyria	http://en.wikipedia.org/wiki/Bilateral_frontoparietal_polymicrogyria
DIS005835	Hydrosalpinx	http://en.wikipedia.org/wiki/Hydrosalpinx
DIS005836	Fibular hemimelia	http://en.wikipedia.org/wiki/Fibular_hemimelia
DIS005837	Membranoproliferative glomerulonephritis	http://en.wikipedia.org/wiki/Membranoproliferative_glomerulonephritis
DIS005838	Ischemic hepatitis	http://en.wikipedia.org/wiki/Ischemic_hepatitis
DIS005839	Hidradenitis suppurativa	http://en.wikipedia.org/wiki/Hidradenitis_suppurativa
DIS005840	Episodic ataxia	http://en.wikipedia.org/wiki/Episodic_ataxia
DIS005841	Wernicke–Korsakoff syndrome	http://en.wikipedia.org/wiki/Wernicke–Korsakoff_syndrome
DIS005842	Immunoproliferative disorder	http://en.wikipedia.org/wiki/Immunoproliferative_disorder
DIS005843	Zirconium granuloma	http://en.wikipedia.org/wiki/Zirconium_granuloma
DIS005844	Hypocalcaemia	http://en.wikipedia.org/wiki/Hypocalcaemia
DIS005845	Ichthyosis acquisita	http://en.wikipedia.org/wiki/Ichthyosis_acquisita
DIS005846	Fissure of the nipple	http://en.wikipedia.org/wiki/Fissure_of_the_nipple
DIS005847	Pyaemia	http://en.wikipedia.org/wiki/Pyaemia
DIS005848	Fanconi anemia	http://en.wikipedia.org/wiki/Fanconi_anemia
DIS005849	Adiposogenital dystrophy	http://en.wikipedia.org/wiki/Adiposogenital_dystrophy
DIS005850	Lumbar spinal stenosis	http://en.wikipedia.org/wiki/Lumbar_spinal_stenosis
DIS005851	Stiff person syndrome	http://en.wikipedia.org/wiki/Stiff_person_syndrome
DIS005852	Hemoglobin C	http://en.wikipedia.org/wiki/Hemoglobin_C
DIS005853	Pulmonary sequestration	http://en.wikipedia.org/wiki/Pulmonary_sequestration
DIS005854	Neonatal jaundice	http://en.wikipedia.org/wiki/Neonatal_jaundice
DIS005855	Hyperkeratosis	http://en.wikipedia.org/wiki/Hyperkeratosis
DIS005856	Cylindroma	http://en.wikipedia.org/wiki/Cylindroma
DIS005857	Fetal-maternal haemorrhage	http://en.wikipedia.org/wiki/Fetal-maternal_haemorrhage
DIS005858	Endemic goitre	http://en.wikipedia.org/wiki/Endemic_goitre
DIS005859	Enchondromatosis	http://en.wikipedia.org/wiki/Enchondromatosis
DIS005860	Paraphrenia	http://en.wikipedia.org/wiki/Paraphrenia
DIS005861	Classification of transsexual people	http://en.wikipedia.org/wiki/Classification_of_transsexual_people
DIS005862	Osteochondromatosis	http://en.wikipedia.org/wiki/Osteochondromatosis
DIS005863	Passive-aggressive behavior	http://en.wikipedia.org/wiki/Passive-aggressive_behavior
DIS005864	Astigmatism	http://en.wikipedia.org/wiki/Astigmatism
DIS005865	Distichia	http://en.wikipedia.org/wiki/Distichia
DIS005866	Marcus Gunn phenomenon	http://en.wikipedia.org/wiki/Marcus_Gunn_phenomenon
DIS005867	Nezelof syndrome	http://en.wikipedia.org/wiki/Nezelof_syndrome
DIS005868	Cytomegalovirus retinitis	http://en.wikipedia.org/wiki/Cytomegalovirus_retinitis
DIS005869	Renal osteodystrophy	http://en.wikipedia.org/wiki/Renal_osteodystrophy
DIS005870	Catalepsy	http://en.wikipedia.org/wiki/Catalepsy
DIS005871	Fatal familial insomnia	http://en.wikipedia.org/wiki/Fatal_familial_insomnia
DIS005872	Granular cell tumor	http://en.wikipedia.org/wiki/Granular_cell_tumor
DIS005873	Blepharitis	http://en.wikipedia.org/wiki/Blepharitis
DIS005874	Empty sella syndrome	http://en.wikipedia.org/wiki/Empty_sella_syndrome
DIS005875	Coxa vara	http://en.wikipedia.org/wiki/Coxa_vara
DIS005876	Bacteremia	http://en.wikipedia.org/wiki/Bacteremia
DIS005877	Parkinson's disease	http://en.wikipedia.org/wiki/Parkinson's_disease
DIS005878	Plague (disease)	http://en.wikipedia.org/wiki/Plague_(disease)
DIS005879	Hirsuties coronae glandis	http://en.wikipedia.org/wiki/Hirsuties_coronae_glandis
DIS005880	Congenital cytomegalovirus infection	http://en.wikipedia.org/wiki/Congenital_cytomegalovirus_infection
DIS005881	Fumarase deficiency	http://en.wikipedia.org/wiki/Fumarase_deficiency
DIS005882	Toxoplasmosis	http://en.wikipedia.org/wiki/Toxoplasmosis
DIS005883	Extrapyramidal symptoms	http://en.wikipedia.org/wiki/Extrapyramidal_symptoms
DIS005884	Hibernoma	http://en.wikipedia.org/wiki/Hibernoma
DIS005885	Hormone replacement therapy (menopause)	http://en.wikipedia.org/wiki/Hormone_replacement_therapy_(menopause)
DIS005886	Locked twins	http://en.wikipedia.org/wiki/Locked_twins
DIS005887	Shoulder dystocia	http://en.wikipedia.org/wiki/Shoulder_dystocia
DIS005888	Histrionic personality disorder	http://en.wikipedia.org/wiki/Histrionic_personality_disorder
DIS005889	Hypertensive emergency	http://en.wikipedia.org/wiki/Hypertensive_emergency
DIS005890	Metachromatic leukodystrophy	http://en.wikipedia.org/wiki/Metachromatic_leukodystrophy
DIS005891	Prediabetes	http://en.wikipedia.org/wiki/Prediabetes
DIS005892	Tardive dysphrenia	http://en.wikipedia.org/wiki/Tardive_dysphrenia
DIS005893	Atrioventricular block	http://en.wikipedia.org/wiki/Atrioventricular_block
DIS005894	Corneal abrasion	http://en.wikipedia.org/wiki/Corneal_abrasion
DIS005895	Osteolysis	http://en.wikipedia.org/wiki/Osteolysis
DIS005896	Achondroplasia	http://en.wikipedia.org/wiki/Achondroplasia
DIS005897	Congenital insensitivity to pain	http://en.wikipedia.org/wiki/Congenital_insensitivity_to_pain
DIS005898	Brainstem stroke syndrome	http://en.wikipedia.org/wiki/Brainstem_stroke_syndrome
DIS005899	Cerebellar stroke syndrome	http://en.wikipedia.org/wiki/Cerebellar_stroke_syndrome
DIS005900	Ainhum	http://en.wikipedia.org/wiki/Ainhum
DIS005901	Rhizomelic chondrodysplasia punctata	http://en.wikipedia.org/wiki/Rhizomelic_chondrodysplasia_punctata
DIS005902	Spinal disease	http://en.wikipedia.org/wiki/Spinal_disease
DIS005903	Pulmonary hypertension	http://en.wikipedia.org/wiki/Pulmonary_hypertension
DIS005904	Hyperkalemic periodic paralysis	http://en.wikipedia.org/wiki/Hyperkalemic_periodic_paralysis
DIS005905	Tubal factor infertility	http://en.wikipedia.org/wiki/Tubal_factor_infertility
DIS005906	Optic nerve glioma	http://en.wikipedia.org/wiki/Optic_nerve_glioma
DIS005907	Diabetes mellitus and deafness	http://en.wikipedia.org/wiki/Diabetes_mellitus_and_deafness
DIS005908	Gitelman syndrome	http://en.wikipedia.org/wiki/Gitelman_syndrome
DIS005909	Björnstad syndrome	http://en.wikipedia.org/wiki/Björnstad_syndrome
DIS005910	Renal-hepatic-pancreatic dysplasia	http://en.wikipedia.org/wiki/Renal-hepatic-pancreatic_dysplasia
DIS005911	Discitis	http://en.wikipedia.org/wiki/Discitis
DIS005912	Thymoma	http://en.wikipedia.org/wiki/Thymoma
DIS005913	Multiple system atrophy	http://en.wikipedia.org/wiki/Multiple_system_atrophy
DIS005914	Trichinosis	http://en.wikipedia.org/wiki/Trichinosis
DIS005915	Carcinosarcoma	http://en.wikipedia.org/wiki/Carcinosarcoma
DIS005916	Megaloblastic anemia	http://en.wikipedia.org/wiki/Megaloblastic_anemia
DIS005917	Cerebral hypoxia	http://en.wikipedia.org/wiki/Cerebral_hypoxia
DIS005918	Anal fissure	http://en.wikipedia.org/wiki/Anal_fissure
DIS005919	Atypical trigeminal neuralgia	http://en.wikipedia.org/wiki/Atypical_trigeminal_neuralgia
