disease_id	name	cui	DKE
DIS003861	Jansen's metaphyseal chondrodysplasia	C0020438	Hypercalciuria
DIS005513	Jansky–Bielschowsky disease	C3665347	Visual impairment
DIS007068	Japanese encephalitis	C0014038	Encephalitis
DIS001218	Jargon aphasia	C0234473	Jargon aphasia
DIS007570	Jarisch–Herxheimer reaction	C0035021	Relapsing fever NOS
DIS002980	Jaundice	C0022346	Icterus
DIS004975	Jefferson fracture	C0007758	Cerebellar ataxia NOS
DIS005553	Jervell and Lange-Nielsen syndrome	C0018786	Hearing test
DIS003877	Jet lag	C3887804	Feeling upset
DIS003579	Johnson–McMillin syndrome	C0002170	Alopecia
DIS003872	Joint dislocation	C0085639	Falls
DIS004918	Jones fracture	C0030247	Palpation
DIS006354	Joubert syndrome	C0024485	Magnetic resonance imaging
DIS006838	Jumping Frenchmen of Maine	C0036572	Convulsions
DIS004381	Juvenile dermatomyositis	C0004364	Autoimmune disease NOS
DIS003949	Juvenile idiopathic arthritis	C0003862	Arthralgia
DIS005770	Juvenile myelomonocytic leukemia	C0038002	Splenomegaly
DIS004410	Juvenile myoclonic epilepsy	C0014544	Epilepsy
DIS010317	Juvenile plantar dermatosis	C0011603	Dermatitis
DIS004900	Juvenile polyposis syndrome	C0000737	Abdominal pain
DIS005129	Kabuki syndrome	C0344315	Depressed mood
DIS006791	Kallmann syndrome	C0034012	Delayed puberty NOS
DIS004055	Kaposi's sarcoma	C0036220	Kaposi sarcoma
DIS006271	Kapur–Toriello syndrome	C0009806	Constipation
DIS004450	Kasabach–Merritt syndrome	C0002978	Angiogram
DIS005299	Kaufman oculocerebrofacial syndrome	C0013516	Echocardiography
DIS003939	Kayser–Fleischer ring	C0152457	Kayser-Fleischer ring
DIS004780	Kearns–Sayre syndrome	C0026848	Myopathy
DIS005341	Keloid	C0001916	Albinism
DIS003137	Kennel cough	C0037383	Sneezing
DIS004981	Keratoacanthoma	C0027651	Neoplasms
DIS004952	Keratoconjunctivitis	C0021368	Inflammation
DIS007591	Keratoconus	C0455973	Retinoscopy
DIS005318	Keratolytic winter erythema	C0021368	Inflammation
DIS004928	Keratosis pilaris	C0015230	Exanthema
DIS005432	Kerion	C0039685	Tetralogy of Fallot
DIS004455	Kernicterus	C0002871	Anemia
DIS005604	Ketosis	C0015663	Fasting
DIS007180	Keutel syndrome	C0013819	Electroencephalography
DIS007257	Kidney cancer	C0020538	Hypertensive disease
DIS007374	Kidney disease	C0011849	Diabetes mellitus, NOS
DIS003533	Kidney failure	C0022660	Acute renal failure NOS
DIS003344	Kidney stone disease	C0022650	Calculus of kidney
DIS005701	Kikuchi disease	C0005558	Biopsy
DIS004348	Kimura's disease	C0006840	Candidiasis
DIS006631	Kindler syndrome	C0162834	Hyperpigmentation
DIS003758	Kjer's optic neuropathy	C0036454	Scotoma
DIS005222	Klatskin tumor	C0017168	Gastroesophageal reflux disease
DIS003821	Kleine–Levin syndrome	C0006111	Disease of brain
DIS004829	Kleptomania	C0344315	Depressed mood
DIS005799	Klinefelter syndrome	C0002627	Amniocentesis
DIS004194	Klippel–Feil syndrome	C0521525	Short neck
DIS004874	Klippel–Trénaunay syndrome	C0017547	Gigantism
DIS004264	Klumpke paralysis	C0019937	Horner syndrome
DIS005394	Klüver–Bucy syndrome	C0001807	Aggressive behavior
DIS003035	Knee arthritis	C0003864	Arthritis
DIS000083	Knee pain	C0231749	Knee pain
DIS004449	Köhler disease	C0030247	Palpation
DIS007641	Kohlschütter-Tönz syndrome	C0014544	Epilepsy
DIS003908	Koilonychia	C0221261	Koilonychia
DIS004179	Konzo	C0026838	Muscle spasticity
DIS006039	Koro (medicine)	C0018379	Guilt
DIS004563	Krabbe disease	C0162429	Malnutrition
DIS003624	Krukenberg tumor	C0003962	Ascites
DIS004427	Krukenberg's spindle	C0021368	Inflammation
DIS000711	Kufs disease	C0004134	Ataxia
DIS006642	Kuru (disease)	C0231221	Asymptomatic
DIS007332	Kwashiorkor	C0162429	Malnutrition
DIS002346	Kyasanur Forest disease	C0017181	Gastrointestinal hemorrhage, NOS
DIS003276	Kyphoscoliosis	C0041296	Tuberculosis
DIS004630	Kyphosis	C0022821	Kyphosis deformity of spine
DIS007633	Labial fusion	C0013428	Dysuria
DIS006562	Labyrinthine fistula	C0042571	Vertigo
DIS003291	Labyrinthitis	C0009443	Common cold
DIS005139	Lactic acidosis	C0005779	Blood coagulation disorder
DIS004982	Lactose intolerance	C0011991	Diarrhea
DIS006752	Lacunar stroke	C0003537	Aphasia
DIS005212	Laennec's cirrhosis	C0015695	Fatty liver
DIS005277	Lafora disease	C0005558	Biopsy
DIS004092	Lambert–Eaton myasthenic syndrome	C0231221	Asymptomatic
DIS006731	Lamellar ichthyosis	C0237849	Peeling of skin
DIS005039	Landau–Kleffner syndrome	C0042384	Vasculitis
DIS000944	Landslide	C0040822	Tremor
DIS007444	Langer mesomelic dysplasia	C0041618	Ultrasonography
DIS004495	Langerhans cell histiocytosis	C0005558	Biopsy
DIS004765	Langerhans cell sarcoma	C0027651	Neoplasms
DIS004961	Langer–Giedion syndrome	C0349588	Short stature
DIS005102	Large for gestational age	C0041618	Ultrasonography
DIS007317	Large granular lymphocytic leukemia	C0023418	Leukemia, NOS
DIS007227	Large-cell lung carcinoma	C0027651	Neoplasms
DIS007076	Large-cell lung carcinoma with rhabdoid phenotype	C0027651	Neoplasms
DIS007097	Large-cell lymphoma	C0027651	Neoplasms
DIS004882	Laron syndrome	C0001144	Acne vulgaris
DIS003393	Laryngeal cancer	C0005558	Biopsy
DIS003204	Laryngeal cyst	C0010709	Cyst
DIS004726	Laryngeal papillomatosis	C0021051	Unspecified immunity deficiency
DIS003392	Laryngitis	C0021368	Inflammation
DIS006203	Laryngomalacia	C0085639	Falls
DIS003628	Laryngospasm	C0004096	Asthma
DIS004886	Laryngotracheal stenosis	C0010709	Cyst
DIS004286	Lassa fever	C0000737	Abdominal pain
DIS005482	Latent iron deficiency	C0005957	Bone marrow examination NOS
DIS005507	Latent tuberculosis	C1304836	Mantoux test
DIS004759	Lateral medullary syndrome	C0024485	Magnetic resonance imaging
DIS005540	Lateral meningocele syndrome	C0020534	Orbital separation excessive
DIS014300	Lateral periodontal cyst	C0231221	Asymptomatic
DIS007071	Lathyrism	C0162429	Malnutrition
DIS006875	Lattice corneal dystrophy	C0010038	Corneal opacity, NOS
DIS003714	Lattice degeneration	C0221198	Lesion
DIS007578	Laurence–Moon syndrome	C0020619	Hypogonadism
DIS003700	Le Fort fracture of skull	C0013604	Edema
DIS010311	Leaf curl	C0016382	Flushing
DIS007544	Learning disability	C0521654	Neurologic deficit
DIS008631	Leber congenital amaurosis	C0221198	Lesion
DIS004677	Leber's hereditary optic neuropathy	C0018941	Blood test
DIS004786	Lecithin cholesterol acyltransferase deficiency	C0009555	Complete blood count
DIS006103	Left anterior fascicular block	C1623258	Electrocardiography
DIS002761	Left axis deviation	C0028754	Obesity
DIS006352	Left bundle branch block	C0020538	Hypertensive disease
DIS004752	Left ventricular hypertrophy	C0020538	Hypertensive disease
DIS005268	Legg–Calvé–Perthes disease	C0021368	Inflammation
DIS007142	Legionnaires' disease	C0221423	Illness (finding)
DIS005598	Legius syndrome	C0009676	Confusion
DIS009014	Leigh syndrome	C0011053	Deafness
DIS004907	Leiomyoma	C0027651	Neoplasms
DIS003389	Leiomyosarcoma	C0005558	Biopsy
DIS004469	Lelis syndrome	C0000889	Acanthosis nigricans
DIS003575	Lennox–Gastaut syndrome	C0014038	Encephalitis
DIS005442	Lentigo maligna	C0027962	Melanocytic nevus
DIS004146	Lentigo maligna melanoma	C0027962	Melanocytic nevus
DIS003909	Leprosy	C0162429	Malnutrition
DIS007107	Leptospirosis	C0000786	Spontaneous abortion
DIS003352	Léri–Weill dyschondrosteosis	C0349588	Short stature
DIS004760	Lesch–Nyhan syndrome	C0004936	Mental disorders NOS
DIS007608	Lethal congenital contracture syndrome	C0003886	Arthrogryposis
DIS006808	Lethal midline granuloma	C0027651	Neoplasms
DIS007559	Letterer–Siwe disease	C0019214	Hepatosplenomegaly
DIS005734	Leukemia	C0023418	Leukemia, NOS
DIS013234	Leukemid	C0023418	Leukemia, NOS
DIS003287	Leukemoid reaction	C0019080	Hemorrhage
DIS007507	Leukocyte adhesion deficiency	C0162429	Malnutrition
DIS003846	Leukocyte adhesion deficiency-1	C0016263	Flow cytometry
DIS003279	Leukocytosis	C0004096	Asthma
DIS007271	Leukodystrophy	C0024485	Magnetic resonance imaging
DIS003357	Leukonychia	C0162429	Malnutrition
DIS003549	Leukopenia	C0009443	Common cold
DIS005008	Leukoplakia	C0023531	Leukoplakia
DIS003563	Lev's disease	C0018790	Cardiac arrest
DIS005363	Levo-Transposition of the great arteries	C0041618	Ultrasonography
DIS005752	Leydig cell hypoplasia	C0041618	Ultrasonography
DIS003266	Leydig cell tumour	C0027651	Neoplasms
DIS005204	Lichen nitidus	C0041834	Erythema
DIS003488	Lichen planus	C0037284	Skin lesion
DIS004782	Lichen ruber moniliformis	C0332563	Papule
DIS004588	Lichen sclerosus	C0005558	Biopsy
DIS006412	Lichen simplex chronicus	C0033774	Pruritus
DIS004281	Lichen striatus	C0221198	Lesion
DIS004605	Liddle's syndrome	C0020538	Hypertensive disease
DIS005972	Liebenberg syndrome	C0221357	Brachydactyly
DIS004283	Ligamentous laxity	C0024485	Magnetic resonance imaging
DIS003283	Light chain deposition disease	C0013516	Echocardiography
DIS005001	Limb-girdle muscular dystrophy	C0162429	Malnutrition
DIS007020	Limp	C0019559	Hip pain
DIS000983	Linear and whorled nevoid hypermelanosis	C0162834	Hyperpigmentation
DIS007322	Lipid pneumonia	C0017168	Gastroesophageal reflux disease
DIS004083	Lipid storage disorder	C0005558	Biopsy
DIS004015	Lipoid congenital adrenal hyperplasia	C0006625	Cachexia
DIS004082	Lipoma	C0027651	Neoplasms
DIS003180	Lipoprotein lipase deficiency	C0015663	Fasting
DIS004020	Liposarcoma	C0005558	Biopsy
DIS004254	Lisfranc injury	C0085639	Falls
DIS003996	Lisp	C0038999	Swelling
DIS007236	Lissencephaly	C0014544	Epilepsy
DIS005074	Listeriosis	C0011991	Diarrhea
DIS001472	Little cherry disease	C0231221	Asymptomatic
DIS004127	Livedoid vasculitis	C0041582	Ulcer
DIS006440	Liver abscess	C0000833	Abscess
DIS007440	Liver cancer	C0016059	Fibrosis
DIS000135	Liver disease	C0004364	Autoimmune disease NOS
DIS005961	Liver injury	C0085639	Falls
DIS005082	Li–Fraumeni syndrome	C0023418	Leukemia, NOS
DIS004669	Loa loa filariasis	C1285498	Vegetation
DIS005587	Lobar pneumonia	C0032285	Pneumonia
DIS003608	Lobomycosis	C0221198	Lesion
DIS005681	Lobular carcinoma in situ	C0027651	Neoplasms
DIS005677	Loeys–Dietz syndrome	C0018798	Congenital heart defect
DIS000999	Loin pain hematuria syndrome	C0030193	Pain
DIS005735	Long QT syndrome	C0003811	Cardiac arrhythmia
DIS003623	Long-chain 3-hydroxyacyl-coenzyme A dehydrogenase deficiency	C0015663	Fasting
DIS001902	Lordosis	C0024003	Lordosis
DIS000685	Louping ill	C0231218	Malaise
DIS003742	Low back pain	C0024031	Low back pain
DIS007600	Lower gastrointestinal bleeding	C0005779	Blood coagulation disorder
DIS004718	Lown–Ganong–Levine syndrome	C0003811	Cardiac arrhythmia
DIS004191	Loxoscelism	C0030193	Pain
DIS004488	Lucey–Driscoll syndrome	C0022346	Icterus
DIS004047	Ludwig's angina	C3714514	Infection
DIS005822	Lumbar spinal stenosis	C0011849	Diabetes mellitus, NOS
DIS006810	Lung abscess	C0027651	Neoplasms
DIS003673	Lung cancer	C0205204	Scab
DIS004131	Lupus erythematosus	C0009555	Complete blood count
DIS005715	Lupus nephritis	C0005558	Biopsy
DIS006126	Lupus vulgaris	C0041296	Tuberculosis
DIS004748	Lutembacher's syndrome	C0013798	Electrocardiogram
DIS007360	Lyme disease	C3714514	Infection
DIS006439	Lymphangiectasia	C0005558	Biopsy
DIS006205	Lymphangioleiomyomatosis	C0004096	Asthma
DIS005633	Lymphangioma	C0002627	Amniocentesis
DIS007429	Lymphangioma circumscriptum	C0005558	Biopsy
DIS005150	Lymphangiosarcoma	C0021051	Unspecified immunity deficiency
DIS006063	Lymphatic filariasis	C0029118	Opportunistic infectious disease, NOS
DIS003584	Lymphedema	C0024236	Lymphedema
DIS005367	Lymphedema–distichiasis syndrome	C0024236	Lymphedema
DIS006995	Lymphocele	C0027651	Neoplasms
DIS004177	Lymphocytic choriomeningitis	C0025290	Aseptic meningitis
DIS006694	Lymphocytic colitis	C0004364	Autoimmune disease NOS
DIS004192	Lymphocytic interstitial pneumonia	C0700292	Hypoxemia
DIS003864	Lymphogranuloma venereum	C0041582	Ulcer
DIS003407	Lymphoid leukemia	C0023418	Leukemia, NOS
DIS004806	Lymphoma	C0193842	Biopsy of lymph node
DIS005109	Lymphomatoid granulomatosis	C3714514	Infection
DIS005733	Lymphoproliferative disorders	C0027651	Neoplasms
DIS007620	Lysinuric protein intolerance	C0009421	Comatose
DIS002526	Lysosomal acid lipase deficiency	C0011991	Diarrhea
DIS006756	Lysosomal storage disease	C0011053	Deafness
DIS006773	Machado–Joseph disease	C0085639	Falls
DIS004441	Macrocephaly	C0020255	Hydrocephalus
DIS004210	Macrocytosis	C0001973	Alcohol dependence
DIS003216	Macroglossia	C0018916	Hemangioma
DIS007583	Macropsia	C0233771	Macropsia
DIS004101	Macular degeneration	C0013867	Electroretinography
DIS003448	Macular edema	C0011849	Diabetes mellitus, NOS
DIS006342	Madelung's deformity	C0030193	Pain
DIS003830	Maffucci syndrome	C0018916	Hemangioma
DIS010281	Magnesium deficiency	C0001973	Alcohol dependence
DIS005757	Major depressive disorder	C0011570	Depression NOS
DIS005165	Major depressive episode	C0024517	Single major depressive episode
DIS005977	Major trauma	C0085639	Falls
DIS003803	Malabsorption	C0002871	Anemia
DIS003376	Malakoplakia	C0041582	Ulcer
DIS005291	Malaria	C3714514	Infection
DIS006703	Male accessory gland infection	C0021368	Inflammation
DIS004240	Male breast cancer	C0005558	Biopsy
DIS006073	Male infertility	C0021364	Male infertility
DIS002910	Malformative syndrome	C0008924	Cleft lip NOS
DIS006951	Malignant acrospiroma	C0027651	Neoplasms
DIS006532	Malignant histiocytosis	C0002871	Anemia
DIS004384	Malignant hyperthermia	C0003811	Cardiac arrhythmia
DIS007445	Malignant peripheral nerve sheath tumor	C0018790	Cardiac arrest
DIS004436	Malignant pleural effusion	C0032227	Pleural effusion NOS
DIS005999	Malignant rhabdoid tumour	C0025149	Medulloblastoma
DIS004905	Mallet finger	C0013491	Ecchymosis
DIS004448	Mallory–Weiss syndrome	C0001973	Alcohol dependence
DIS004230	Malnutrition	C0006625	Cachexia
DIS007134	Malocclusion	C0024636	Malocclusion
DIS003880	Malonyl-CoA decarboxylase deficiency	C0011991	Diarrhea
DIS001045	Malpuech facial clefting syndrome	C0008924	Cleft lip NOS
DIS006076	MALT lymphoma	C0027651	Neoplasms
DIS005301	Malum perforans	C0041582	Ulcer
DIS002870	Malunion	C0024485	Magnetic resonance imaging
DIS006589	Mandibular fracture	C0024636	Malocclusion
DIS003852	Mandibuloacral dysplasia	C0002957	Anger
DIS005398	Mange	C0699744	Infection of ear
DIS000967	Mansonelliasis	C0150866	Biopsy of skin
DIS007474	Mantle cell lymphoma	C0015663	Fasting
DIS004682	Maple syrup urine disease	C0022107	Irritable mood
DIS005446	Marasmus	C0002871	Anemia
DIS003308	Marchiafava–Bignami disease	C0001973	Alcohol dependence
DIS005838	Marcus Gunn phenomenon	C0234362	Synkinesis
DIS002866	Marcus Gunn pupil	C0221198	Lesion
DIS003738	Marden–Walker syndrome	C0003886	Arthrogryposis
DIS005032	Marfan syndrome	C0003706	Arachnodactyly
DIS004822	Marinesco–Sjögren syndrome	C0024485	Magnetic resonance imaging
DIS006728	Marjolin's ulcer	C0005558	Biopsy
DIS003443	Maroteaux–Lamy syndrome	C0042014	Urinalysis
DIS005330	Marshall syndrome	C0027092	Myopia
DIS005533	MASA syndrome	C0003537	Aphasia
DIS006215	Mast cell leukemia	C0000737	Abdominal pain
DIS003888	Mast cell sarcoma	C0027651	Neoplasms
DIS007053	Mastitis	C0036572	Convulsions
DIS004602	Mastocytosis	C0005558	Biopsy
DIS005342	Mastoiditis	C0024485	Magnetic resonance imaging
DIS003648	Maternal death	C0002871	Anemia
DIS005530	Maturity onset diabetes of the young	C0004364	Autoimmune disease NOS
DIS008357	Maxillary hypoplasia	C0004604	Back pain
DIS006285	May–Thurner syndrome	C0031545	Venography - procedure
DIS006903	McCune–Albright syndrome	C0014130	Endocrine system disease, NOS
DIS003704	McKusick–Kaufman syndrome	C0018798	Congenital heart defect
DIS006221	Measles	C0010200	Coughing
DIS007470	Meatal stenosis	C0022116	Ischemia
DIS004215	Meckel's diverticulum	C0002978	Angiogram
DIS014261	Meckel–Gruber syndrome	C0010709	Cyst
DIS004727	Meconium aspiration syndrome	C0032914	Pre-eclampsia NOS
DIS005015	Meconium peritonitis	C0042963	Vomiting
DIS006105	Medial medullary syndrome	C0085620	Flaccid paralysis
DIS003649	Median arcuate ligament syndrome	C0017168	Gastroesophageal reflux disease
DIS003409	Median rhomboid glossitis	C0006840	Candidiasis
DIS004185	Mediastinal tumor	C0010709	Cyst
DIS003771	Mediastinitis	C0042963	Vomiting
DIS006371	Medication overuse headache	C0018681	Headache
DIS014297	Medication-related osteonecrosis of the jaw	C0029456	Osteoporosis
DIS005096	Medium-chain acyl-coenzyme A dehydrogenase deficiency	C0019209	Hepatomegaly
DIS006880	Medullary cystic kidney disease	C0010709	Cyst
DIS005290	Medullary sponge kidney	C0020438	Hypercalciuria
DIS004235	Medulloblastoma	C0024485	Magnetic resonance imaging
DIS006969	Medulloepithelioma	C0006663	Calcinosis
DIS002871	Meesmann corneal dystrophy	C0010709	Cyst
DIS003890	Megacolon	C0014356	Enterocolitis
DIS002694	Megaesophagus	C0042963	Vomiting
DIS005376	Megalencephaly	C2720434	Macroencephaly
DIS005888	Megaloblastic anemia	C0001973	Alcohol dependence
DIS004008	Meige's syndrome	C0018941	Blood test
DIS006856	Meigs' syndrome	C0027651	Neoplasms
DIS005616	Melanocytic nevus	C0015663	Fasting
DIS004288	Melanoma	C0007114	Malignant neoplasm of skin
DIS006340	MELAS syndrome	C0014544	Epilepsy
DIS005758	Melasma	C0333616	Postinflammatory hyperpigmentation
DIS005588	Meleda disease	C0151907	Discoloration of skin
DIS003540	Melioidosis	C0162676	Enzyme-multiplied immunoassay technique
DIS006615	Melkersson–Rosenthal syndrome	C0009676	Confusion
DIS005069	Melorheostosis	C0009917	Contracture
DIS004870	Membranous glomerulonephritis	C0004364	Autoimmune disease NOS
DIS003606	Mendelson's syndrome	C0010520	Cyanosis
DIS003848	Ménétrier's disease	C3714514	Infection
DIS005017	Ménière's disease	C0231218	Malaise
DIS003255	Meningism	C0025287	Meningism
DIS003935	Meningitis	C0025289	Meningitis
DIS005691	Meningococcal disease	C0011991	Diarrhea
DIS004904	Meningoencephalitis	C0025289	Meningitis
DIS003825	Menkes disease	C0018941	Blood test
DIS003740	Menopause	C0004364	Autoimmune disease NOS
DIS007539	Mental disorder	C0004936	Mental disorders NOS
DIS006913	Mental retardation and microcephaly with pontine and cerebellar hypoplasia	C0025958	Microcephaly
DIS006641	Meralgia paraesthetica	C0030193	Pain
DIS004855	Mercury poisoning	C0162676	Enzyme-multiplied immunoassay technique
DIS004398	Merkel-cell carcinoma	C0005558	Biopsy
DIS007223	MERRF syndrome	C0027066	Myoclonus
DIS006982	Mesenchymal chondrosarcoma	C0027651	Neoplasms
DIS003749	Mesenteric ischemia	C0018941	Blood test
DIS006993	Mesoblastic nephroma	C0027651	Neoplasms
DIS007032	Mesothelioma	C0027651	Neoplasms
DIS003636	Metabolic acidosis	C0000737	Abdominal pain
DIS006395	Metabolic alkalosis	C0001122	Acidosis
DIS006080	Metabolic disorder	C0006625	Cachexia
DIS006365	Metabolic syndrome	C0011849	Diabetes mellitus, NOS
DIS005862	Metachromatic leukodystrophy	C0024485	Magnetic resonance imaging
DIS006579	Metal fume fever	C0009676	Confusion
DIS007026	Metanephric adenoma	C0000737	Abdominal pain
DIS004896	Metaphyseal dysplasia	C0410719	Deformity of bone
DIS006428	Metaplasia	C0025568	Metaplasia
DIS000547	Metastasis	C0027651	Neoplasms
DIS010273	Metastatic calcification	C0020502	Hyperparathyroidism
DIS004612	Metatarsalgia	C0036572	Convulsions
DIS004971	Metatarsophalangeal joint sprain	C0085639	Falls
DIS005610	Methemoglobinemia	C0025637	Methemoglobinemia
DIS007348	Methylmalonyl-CoA mutase deficiency	C0162429	Malnutrition
DIS005521	Mevalonate kinase deficiency	C0002871	Anemia
DIS005282	Microcephaly	C0025958	Microcephaly
DIS004183	Microcytic anemia	C0002871	Anemia
DIS006293	Micrognathism	C0025990	Micrognathism
DIS004229	Microphthalmia	C3714514	Infection
DIS000662	Micropsia	C0013819	Electroencephalography
DIS005564	Microscopic colitis	C0021368	Inflammation
DIS005131	Microscopic polyangiitis	C0002871	Anemia
DIS005728	Microvenular hemangioma	C0018916	Hemangioma
DIS005329	Microvillous inclusion disease	C0005558	Biopsy
DIS004758	Middle back pain	C0008031	Chest pain NOS
DIS005579	Middle cerebral artery syndrome	C0024485	Magnetic resonance imaging
DIS003571	Middle East respiratory syndrome	C0009443	Common cold
DIS006510	Migraine	C0004936	Mental disorders NOS
DIS004018	Migraine-associated vertigo	C0042571	Vertigo
DIS005545	Mild cognitive impairment	C0018941	Blood test
DIS003337	Miliaria	C0015230	Exanthema
DIS007344	Miliary tuberculosis	C0041296	Tuberculosis
DIS005374	Milk allergy	C0030646	Patch test
DIS003293	Milk sickness	C0000737	Abdominal pain
DIS006604	Milk-alkali syndrome	C0029456	Osteoporosis
DIS005703	Millard–Gubler syndrome	C0024485	Magnetic resonance imaging
DIS004515	Miller syndrome	C0008924	Cleft lip NOS
DIS005484	Miller–Dieker syndrome	C0231221	Asymptomatic
DIS003745	Milroy's disease	C0024236	Lymphedema
DIS005223	Minimal change disease	C0013604	Edema
DIS007573	Minimally conscious state	C0751699	Minimally conscious state
DIS005569	Minimally differentiated acute myeloblastic leukemia	C0027651	Neoplasms
DIS006744	Miosis	C0231337	Senility
DIS006668	Mirhosseini–Holmes–Walton syndrome	C3714756	Intellectual disability
DIS006120	Mirizzi's syndrome	C0008310	Endoscopic retrograde cholangiopancreatography
DIS006408	Miscarriage	C0018941	Blood test
DIS006771	Mismatch repair cancer syndrome	C0162429	Malnutrition
DIS005416	Mitochondrial disease	C3714514	Infection
DIS006414	Mitochondrial DNA depletion syndrome	C1269683	Major depressive disorder
DIS004019	Mitochondrial neurogastrointestinal encephalopathy syndrome	C0000737	Abdominal pain
DIS006625	Mitochondrial trifunctional protein deficiency	C0009555	Complete blood count
DIS004634	Mitral insufficiency	C0033377	Ptosis
DIS003421	Mitral valve prolapse	C0013516	Echocardiography
DIS003307	Mitral valve stenosis	C0006663	Calcinosis
DIS004878	Mittelschmerz	C0038999	Swelling
DIS004158	Mixed connective tissue disease	C0003864	Arthritis
DIS006671	Mixed receptive-expressive language disorder	C0162429	Malnutrition
DIS006372	Möbius syndrome	C0015469	Facial nerve palsy
DIS006633	MODY 3	C0011860	Non-insulin-dependent diabetes mellitus
DIS005627	Mohr–Tranebjærg syndrome	C1568247	Usher syndrome type 1
DIS005481	Molar pregnancy	C0162429	Malnutrition
DIS006456	Mollaret's meningitis	C0010709	Cyst
DIS004431	Molluscum contagiosum	C0221198	Lesion
DIS007629	Molybdenum cofactor deficiency	C0683369	Clouded consciousness
DIS005479	Molybdenum deficiency	C0009421	Comatose
DIS006390	MOMO syndrome	C0025362	Mental retardation NOS
DIS003988	Monckeberg's arteriosclerosis	C0333262	Vesicle (morphologic abnormality)
DIS005974	Mongolian spot	C0008073	Developmental disorder
DIS005427	Monilethrix	C0002170	Alopecia
DIS006985	Monoarthritis	C0018099	Gout
DIS010292	Monoclonal gammopathy	C0023418	Leukemia, NOS
DIS004206	Monoclonal gammopathy of undetermined significance	C0002871	Anemia
DIS003433	Monocytic leukemia	C0027651	Neoplasms
DIS006001	Monocytosis	C0004364	Autoimmune disease NOS
DIS006450	Monoplegia	C0085622	Monoplegia
DIS006279	Monorchism	C0010417	Cryptorchidism
DIS005028	Mood disorder	C0344315	Depressed mood
DIS006863	Morgagni Stewart Morel syndrome	C0028754	Obesity
DIS005709	MORM syndrome	C0311277	Truncal obesity
DIS006087	Morning sickness	C0000737	Abdominal pain
DIS007465	Morphea	C0004364	Autoimmune disease NOS
DIS005141	Morquio syndrome	C0020255	Hydrocephalus
DIS006413	Morsicatio buccarum	C0004936	Mental disorders NOS
DIS007367	Morton's neuroma	C0021368	Inflammation
DIS004842	Morvan's syndrome	C0002622	Amnesia
DIS000722	Mosquito-borne disease	C0013819	Electroencephalography
DIS004784	Motion sickness	C0026603	Motion sickness NOS
DIS003054	Motion-induced blindness	C0233477	Dysphoric mood
DIS007398	Motor neuron disease	C3714552	Weakness
DIS003898	Mouth ulcer	C0019080	Hemorrhage
DIS003954	Movement disorders	C0026650	Movement disorder
DIS007132	Mowat–Wilson syndrome	C0011570	Depression NOS
DIS003243	Muckle–Wells syndrome	C0003864	Arthritis
DIS007648	Mucoepidermoid carcinoma	C0027651	Neoplasms
DIS003811	Mucolipidosis type IV	C0018941	Blood test
DIS006295	Mucopolysaccharidosis	C0002627	Amniocentesis
DIS004291	Mucormycosis	C0000737	Abdominal pain
DIS003625	Mucositis	C0041582	Ulcer
DIS004141	Muenke syndrome	C0018941	Blood test
DIS005253	Muir–Torre syndrome	C0027651	Neoplasms
DIS003642	Mulibrey nanism	C0015544	Failure to thrive
DIS003590	Müllerian agenesis	C0018798	Congenital heart defect
DIS007375	Multicystic dysplastic kidney	C0020538	Hypertensive disease
DIS004065	Multifocal motor neuropathy	C0013839	Electromyography
DIS005021	Multiple chemical sensitivity	C0003467	Anxiety
DIS005470	Multiple endocrine neoplasia type 1	C0027651	Neoplasms
DIS007252	Multiple endocrine neoplasia type 2	C0027651	Neoplasms
DIS006806	Multiple epiphyseal dysplasia	C0410538	Pseudoachondroplasia
DIS006452	Multiple hamartoma syndrome	C0027651	Neoplasms
DIS004689	Multiple sclerosis	C0004364	Autoimmune disease NOS
DIS003428	Multiple sulfatase deficiency	C0011053	Deafness
DIS005885	Multiple system atrophy	C0024485	Magnetic resonance imaging
DIS004103	Mumps	C0010200	Coughing
DIS007618	Murine typhus	C0018941	Blood test
DIS004178	Muscle atrophy	C0018802	Congestive heart failure
DIS001184	Muscle dysmorphia	C0004936	Mental disorders NOS
DIS004749	Muscle tissue neoplasm	C0027651	Neoplasms
DIS003586	Muscular dystrophy	C0221198	Lesion
DIS004105	Musculoskeletal disorder	C0024031	Low back pain
DIS003770	Mushroom poisoning	C2697368	Gastrointestinal irritation
DIS000553	Myalgia	C0011175	Dehydration
DIS004275	Myasthenia gravis	C0151786	Muscle weakness
DIS007453	Mycobacterium avium-intracellulare infection	C0200949	Blood culture
DIS006921	Mycoplasma hominis infection	C3714514	Infection
DIS003181	Mycosis	C0011849	Diabetes mellitus, NOS
DIS005127	Mycosis fungoides	C0005558	Biopsy
DIS005132	Myelitis	C0041296	Tuberculosis
DIS005746	Myelodysplastic syndrome	C0002871	Anemia
DIS007201	Myelofibrosis	C0005954	Bone marrow biopsy
DIS003395	Myeloid leukemia	C0027651	Neoplasms
DIS005412	Myelopathy	C0037928	Disease of spinal cord
DIS006613	Myeloperoxidase deficiency	C0021051	Unspecified immunity deficiency
DIS003664	Myelophthisic anemia	C0023418	Leukemia, NOS
DIS004156	Myeloproliferative neoplasm	C0032461	Polycythemia
DIS001283	Myhre syndrome	C0011053	Deafness
