synonym_name	code	name
disorder of accessory nerve (disorder)	84759007	SNOMED CT
Eleventh nerve disorder	C26953	NCI
Keratosis palmaris et plantaris	205584004	SNOMED CT
Keratoderma, Palmoplantar	D007645	MeSH
Palmoplantar Keratoderma	C34748	NCI
CHD (coronary heart disease)	1393-3397	CSP
Coronary Artery Disease	D003324	MeSH
Coronary disease	C26732	NCI
syndrome of Inappropriate Antidiuretic Hormone Secretion	C3988	NCI
Inappropriate ADH Syndrome	D007177	MeSH
syndrome of inappropriate secretion of ADH	253.6	ICD-9
syndrome of inappropriate secretion of antidiuretic hormone	389983008	SNOMED CT
syndrome of inappropriate vasopressin secretion (disorder)	55004003	SNOMED CT
chronic Histiocytosis X	277.89	ICD-9
Histiocytosis	D015614	MeSH
Hand Schuller Christian disease	0427-5330	CSP
disorder of carotid artery (disorder)	371160000	SNOMED CT
Carotid Artery Diseases	D002340	MeSH
Arterial Occlusive Diseases	D001157	MeSH
Carotid artery thrombosis	195181000	SNOMED CT
Carotid Artery Thrombosis	D002341	MeSH
Carotid artery thrombosis (disorder)	86003009	SNOMED CT
Alpha-D-mannosidosis	65524005	SNOMED CT
alpha-Mannosidosis	D008363	MeSH
deficiency of alpha-mannosidase (disorder)	124466001	SNOMED CT
neoplasm of optic nerve (disorder)	126968005	SNOMED CT
Optic Nerve Neoplasms	D019574	MeSH
tumor of Second Cranial nerve	C4801	NCI
Tumour of optic nerve	254971001	SNOMED CT
Vertigo, vestibular disorder	267761002	SNOMED CT
Vestibular Diseases	D015837	MeSH
Myositis, Inclusion Body	D018979	MeSH
Paget Disease, Extramammary	D010145	MeSH
Paget's disease of skin	232336001	SNOMED CT
Erosion of cervix	156011009	SNOMED CT
Uterine Cervical Erosion	D002579	MeSH
Lobular carcinoma (morphologic abnormality)	89740008	SNOMED CT
Carcinoma, Lobular	D018275	MeSH
Lobular carcinoma NOS (morphologic abnormality)	189713007	SNOMED CT
Lobular carcinoma of breast (disorder)	278054005	SNOMED CT
Lobular carcinoma of the breast	C3771	NCI
malignant neoplasm of the Iris	C4554	NCI
Iris Neoplasms	D015811	MeSH
tumor of the Iris	C3142	NCI
Uveal Neoplasms	D014604	MeSH
malignant Uveal tumor	C6105	NCI
Uveal tumor	C3436	NCI
Necrobiosis lipoidica	201319007	SNOMED CT
Necrobiosis Lipoidica	D009335	MeSH
Necrobiosis lipoidica (disorder)	9418005	SNOMED CT
SMCD - systemic mast cell disease	397016004	SNOMED CT
Mastocytosis, Systemic	D034721	MeSH
systemic tissue mast cell disease	202.6	ICD-9
Turner's phenotype, karyotype normal (disorder)	205684007	SNOMED CT
Noonan Syndrome	D009634	MeSH
Bonnevie-Ullrich syndrome	38804009	SNOMED CT
Turner Syndrome	D014424	MeSH
Gonadal dysgenesis - Turner	268356004	SNOMED CT
Karyotype 45, X	205685008	SNOMED CT
Monosomy X	C36630	NCI
monosomy X syndrome	1254-8447	CSP
XO syndrome	758.6	ICD-9
Connective tissue disease overlap syndrome (disorder)	398021003	SNOMED CT
Mixed Connective Tissue Disease	D008947	MeSH
mixed collagen vascular disease (disorder)	33110008	SNOMED CT
Signet ring carcinoma NOS (morphologic abnormality)	189702009	SNOMED CT
Carcinoma, Signet Ring Cell	D018279	MeSH
Signet Ring cell adenocarcinoma	C3774	NCI
Signet ring cell carcinoma	189701002	SNOMED CT
Signet ring cell carcinoma (morphologic abnormality)	87737001	SNOMED CT
mast cell hyperplasia	4006-0061	CSP
Mastocytosis	D008415	MeSH
Neurosarcoma [obs]	19897006	SNOMED CT
Neurofibrosarcoma	D018319	MeSH
Posterior inferior cerebellar artery syndrome (disorder)	78569004	SNOMED CT
Lateral Medullary Syndrome	D014854	MeSH
Wallenberg syndrome	195193009	SNOMED CT
brain stem infarction (disorder)	95457000	SNOMED CT
Brain Stem Infarctions	D020526	MeSH
Brainstem infarction	195192004	SNOMED CT
Brainstem infarction NOS	195191006	SNOMED CT
Brainstem infarction NOS (disorder)	230697005	SNOMED CT
Cerebral infarct	155405006	SNOMED CT
Cerebral Infarction	D002544	MeSH
Cerebral infarction	195188006	SNOMED CT
Cerebral infarction NOS	195191006	SNOMED CT
Cerebral infarction NOS (disorder)	266256009	SNOMED CT
CVA - Cerebral infarction	20059004	SNOMED CT
central core disease	359.0	ICD-9
Myopathy, Central Core	D020512	MeSH
central core disease (disorder)	43152001	SNOMED CT
Lafora Disease	D020192	MeSH
Lafora's disease	0485-7984	CSP
Unverricht - Lundborg disease	192847001	SNOMED CT
Unverricht-Lundborg Syndrome	D020194	MeSH
Unverricht's disease	0485-7984	CSP
Unverricht-Lundborg disease	89480000	SNOMED CT
tumor of choroid plexus (disorder)	254942002	SNOMED CT
Choroid Plexus Neoplasms	D016545	MeSH
tumor of the Choroid Plexus	C3473	NCI
cerebral ventricle neoplasm	2006-2736	CSP
Cerebral Ventricle Neoplasms	D002551	MeSH
Intraventricular tumor of brain	C2937	NCI
Superior mesenteric artery syndrome	24988007	SNOMED CT
Superior Mesenteric Artery Syndrome	D013478	MeSH
Superior mesenteric artery syndrome (disorder)	197006009	SNOMED CT
mucinous Ascites	C3345	NCI
Pseudomyxoma Peritonei	D011553	MeSH
Pseudomyxoma peritonei (disorder)	307601000	SNOMED CT
Pseudomyxoma peritonei (morphologic abnormality)	112679004	SNOMED CT
Meningeal Neoplasms	D008577	MeSH
neoplasm of the meninges	C3229	NCI
primary Meningeal tumor	C6971	NCI
Liver Neoplasms	D008113	MeSH
Ca liver - primary (disorder)	269548006	SNOMED CT
hepatic cancer	2003-2810	CSP
hepatic neoplasm	2003-2810	CSP
malignant neoplasm of liver (disorder)	93870000	SNOMED CT
malignant neoplasm of liver unspecified (disorder)	187779006	SNOMED CT
malignant neoplasm of liver, not specified as primary or secondary	155.2	ICD-9
malignant neoplasm of liver, primary	155.0	ICD-9
malignant tumor of liver (disorder)	363361004	SNOMED CT
neoplasm of liver (disorder)	126851005	SNOMED CT
primary malignant neoplasm of Liver	C34803	NCI
primary malignant neoplasm of liver (disorder)	95214007	SNOMED CT
primary malignant neoplasm of liver NOS (disorder)	187771009	SNOMED CT
Resectable malignant neoplasm of Liver	C7692	NCI
Thrombosis of lateral venous sinus (disorder)	21258007	SNOMED CT
Lateral Sinus Thrombosis	D020227	MeSH
Thrombosis transverse sinus (disorder)	192761004	SNOMED CT
Thrombosis of cavernous venous sinus (disorder)	89980009	SNOMED CT
Cavernous Sinus Thrombosis	D020226	MeSH
Thrombosis of superior longitudinal sinus (disorder)	192760003	SNOMED CT
Sagittal Sinus Thrombosis	D020225	MeSH
Thrombosis of superior sagittal sinus (disorder)	70607008	SNOMED CT
tubular androblastoma NOS (morphologic abnormality)	189738002	SNOMED CT
Sertoli Cell Tumor	D012707	MeSH
malignant neoplasm of duct of Wirsung	157.3	ICD-9
Carcinoma, Pancreatic Ductal	D021441	MeSH
gestational trophoblastic neoplasia	C4699	NCI
Hydatidiform Mole	D006828	MeSH
Chorioepithelioma	C2948	NCI
Choriocarcinoma	D002822	MeSH
Placental site trophoblastic tumor (disorder)	237252008	SNOMED CT
Trophoblastic Tumor, Placental Site	D018245	MeSH
Placental site trophoblastic tumor (morphologic abnormality)	75320001	SNOMED CT
Placental-Site Gestational Trophoblastic neoplasm	C3757	NCI
neurotoxicity	C27961	NCI
Neurotoxicity Syndromes	D020258	MeSH
mucinous cystadenocarcinoma (morphologic abnormality)	79143006	SNOMED CT
Cystadenocarcinoma, Mucinous	D018282	MeSH
mucinous cystadenocarcinoma NOS (morphologic abnormality)	189692006	SNOMED CT
Pseudomucinous cystadenocarcinoma	C3776	NCI
acute retinal necrosis	231986000	SNOMED CT
Retinal Necrosis Syndrome, Acute	D015882	MeSH
Canavan Disease	D017825	MeSH
Spongy degeneration of central nervous system	80544005	SNOMED CT
familial hypogonadism with anosmia	2586-8846	CSP
Kallmann Syndrome	D017436	MeSH
Hypogonadism with anosmia (disorder)	93559003	SNOMED CT
Kallman syndrome	33927004	SNOMED CT
Kallman's syndrome	190559001	SNOMED CT
Extradural tumor	C3019	NCI
Epidural Neoplasms	D015174	MeSH
Central Nervous System Neoplasms	D016543	MeSH
central nervous system tumors	C9293	NCI
CNS neoplasm	2012-5421	CSP
malignant neoplasm of central nervous system, NOS	93744007	SNOMED CT
malignant tumor of CNS	C4627	NCI
neoplasm of central nervous system (disorder)	126951006	SNOMED CT
abdominal aortic aneurysm, ruptured	441.3	ICD-9
Aortic Aneurysm	D001014	MeSH
Aortic aneurysm of unspecified site, ruptured	441.5	ICD-9
Aortic aneurysm of unspecified site, ruptured (disorder)	195615002	SNOMED CT
Ruptured abdominal Aortic Aneurysm	C27046	NCI
Ruptured abdominal aortic aneurysm (disorder)	14336007	SNOMED CT
Ruptured Aortic Aneurysm	C27198	NCI
Ruptured aortic aneurysm (disorder)	73067008	SNOMED CT
Ruptured aortic aneurysm NOS	155423003	SNOMED CT
Ruptured aortic aneurysm NOS (disorder)	195264004	SNOMED CT
Ruptured Thoracic Aneurysm	C27299	NCI
Ruptured thoracic aortic aneurysm (disorder)	34365005	SNOMED CT
Thoracic aortic aneurysm which has ruptured (disorder)	195258006	SNOMED CT
Thoracic aortic aneurysm, ruptured	441.1	ICD-9
Thoracoabdominal aortic aneurysm, ruptured (disorder)	195265003	SNOMED CT
CA - cancer of uterus	93718007	SNOMED CT
Uterine Neoplasms	D014594	MeSH
malignant neoplasm of uterus	371973000	SNOMED CT
malignant uterine tumor	C3552	NCI
neoplasm of uterus	126908007	SNOMED CT
Tumour of uterus	156169001	SNOMED CT
uterine tumor	C3435	NCI
uterus neoplasm	2016-1566	CSP
Beta-D-mannosidosis (disorder)	238047006	SNOMED CT
beta-Mannosidosis	D044905	MeSH
Myasthenic Syndromes, Congenital	D020294	MeSH
Empty sella syndrome	393569006	SNOMED CT
Empty Sella Syndrome	D004652	MeSH
Empty sella syndrome (disorder)	237722004	SNOMED CT
neoplasm of the Hypothalamus	C3129	NCI
Hypothalamic Neoplasms	D007029	MeSH
tumor of hypothalamus (disorder)	254968009	SNOMED CT
deficiency of pyruvic dehydrogenase	46683007	SNOMED CT
Pyruvate Dehydrogenase Complex Deficiency Disease	D015325	MeSH
pyruvate dehydrogenase deficiency	190761008	SNOMED CT
Urinary Bladder Diseases	D001745	MeSH
deficiency of pyruvic carboxylase	124716008	SNOMED CT
Pyruvate Carboxylase Deficiency Disease	D015324	MeSH
Infantile necrotizing encephalomyelopathy	330.8	ICD-9
Leigh Disease	D007888	MeSH
Wheat Hypersensitivity	D021182	MeSH
CM	C7137	NCI
Mastocytosis, Cutaneous	D034701	MeSH
Cutaneous mastocytosis (disorder)	397012002	SNOMED CT
Charcot's syndrome	0413-3711	CSP
Intermittent Claudication	D007383	MeSH
Intermittent claudication	195312007	SNOMED CT
Intermittent claudication (disorder)	63491006	SNOMED CT
Intermittent claudication NOS	443.9	ICD-9
disorder of 1st nerve	C27210	NCI
Olfactory Nerve Diseases	D020431	MeSH
disorder of olfactory [1st] nerve	352.0	ICD-9
disorder of olfactory nerve (disorder)	68982002	SNOMED CT
malignant rhabdoid tumour	83118000	SNOMED CT
Rhabdoid Tumor	D018335	MeSH
Rhabdoid sarcoma	C3808	NCI
Plasma Cell Granuloma, Pulmonary	D016726	MeSH
Lymphocytic pseudotumor of lung	1648002	SNOMED CT
Sclerosing hemangiocytoma of lung	254641006	SNOMED CT
tumor of the lung	C3200	NCI
Lung Neoplasms	D008175	MeSH
MELAS Syndrome	D017241	MeSH
Asthesioneuroblastoma (morphologic abnormality)	189937004	SNOMED CT
Esthesioneuroblastoma, Olfactory	D018304	MeSH
Esthesioneuroblastoma (morphologic abnormality)	76060004	SNOMED CT
Esthesioneuroepithelioma (morphologic abnormality)	68614005	SNOMED CT
Esthesioneuroepithelioma [dup] (morphologic abnormality)	189938009	SNOMED CT
Olfactory Esthesioneuroblastoma	C3789	NCI
paranasal sinus Olfactory neuroblastoma	C6016	NCI
brachial plexopathy	C27194	NCI
Brachial Plexus Neuropathies	D020516	MeSH
Brachial plexus disorder	3548001	SNOMED CT
Genodermatosis	239001006	SNOMED CT
Skin Diseases	D012871	MeSH
Myeloma - solitary	189507001	SNOMED CT
Plasmacytoma	D010954	MeSH
Myeloma, solitary	269652000	SNOMED CT
Solitary myeloma	238.6	ICD-9
Solitary plasmacytoma	C6932	NCI
Infection by Theileria (disorder)	68771000	SNOMED CT
Theileriasis	D013801	MeSH
verrucous carcinoma NOS (morphologic abnormality)	189563000	SNOMED CT
Carcinoma, Verrucous	D018289	MeSH
verrucous squamous carcinoma	C3781	NCI
verrucous squamous cell carcinoma (disorder)	403904009	SNOMED CT
Warty carcinoma	399408005	SNOMED CT
Nutritional disorder	C26836	NCI
Nutrition Disorders	D009748	MeSH
HPS (Hermansky Pudlak syndrome)	0446-1413	CSP
Hermanski-Pudlak Syndrome	D022861	MeSH
Antithrombin III Deficiency	D020152	MeSH
Cytochrome-c Oxidase Deficiency	D030401	MeSH
discharge - leukorrhea	266664009	SNOMED CT
Leukorrhea	D007973	MeSH
Leukorrhea of vagina	623.5	ICD-9
Granuloma annulare	200953005	SNOMED CT
Granuloma Annulare	D016460	MeSH
Granuloma annulare (disorder)	65508009	SNOMED CT
Granulome annulare	267850001	SNOMED CT
Coffin-Lowry syndrome (disorder)	15182000	SNOMED CT
Coffin-Lowry Syndrome	D038921	MeSH
abscess of pleural cavity	405951008	SNOMED CT
Empyema, Pleural	D016724	MeSH
abscess of thorax	405950009	SNOMED CT
Empyema (& pleural)	196058009	SNOMED CT
Empyema of pleura	58554001	SNOMED CT
Empyema of pleura without fistula	15995006	SNOMED CT
Empyema with fistula (& pleural)	196059001	SNOMED CT
Empyema with no fistula	196066000	SNOMED CT
Empyema with pleural fistula	43570006	SNOMED CT
Empyema without mention of fistula	510.9	ICD-9
Empyema, chest	510.9	ICD-9
lung empyema	196070008	SNOMED CT
Pleural empyema with fistula	271503005	SNOMED CT
Purulent pleurisy	75952005	SNOMED CT
Thorax abscess	196068004	SNOMED CT
Bilirubin UDP glucuronyl transferase deficiency	190933008	SNOMED CT
Crigler-Najjar Syndrome	D003414	MeSH
Crigler Najjar syndrome	1654-1020	CSP
Crigler-Najjar syndrome, type I (disorder)	8933000	SNOMED CT
Porokeratosis	D017499	MeSH
Joint Diseases	D007592	MeSH
Ankylosis of joint of ankle and/or foot (disorder)	57137004	SNOMED CT
Ankylosis of joint of forearm (disorder)	39147002	SNOMED CT
Ankylosis of joint of hand (disorder)	56923001	SNOMED CT
Ankylosis of joint of lower leg (disorder)	43534008	SNOMED CT
Ankylosis of joint of multiple sites (disorder)	90242006	SNOMED CT
Ankylosis of joint of shoulder region (disorder)	2890007	SNOMED CT
Ankylosis of joint of upper arm (disorder)	9064009	SNOMED CT
Ankylosis of multiple joints	156560006	SNOMED CT
Joint ankylosis of the ankle and/or foot (disorder)	267936005	SNOMED CT
Joint ankylosis of the forearm	202300000	SNOMED CT
Joint ankylosis of the forearm (disorder)	267933002	SNOMED CT
Joint ankylosis of the hand	156564002	SNOMED CT
Joint ankylosis of the lower leg	202303003	SNOMED CT
Joint ankylosis of the lower leg (disorder)	267935009	SNOMED CT
Joint ankylosis of the pelvic region and thigh	202301001	SNOMED CT
Joint ankylosis of the pelvic region and thigh (disorder)	267934008	SNOMED CT
Joint ankylosis of the shoulder region	156561005	SNOMED CT
Joint ankylosis of the shoulder region (disorder)	202298000	SNOMED CT
Joint ankylosis of the upper arm	202299008	SNOMED CT
Joint ankylosis of the upper arm (disorder)	267932007	SNOMED CT
Cranial nerve palsy	73013002	SNOMED CT
Cranial Nerve Diseases	D003389	MeSH
Cranial nerve Paralysis	C26941	NCI
Photoallergic contact dermatitis	238524002	SNOMED CT
Dermatitis, Photoallergic	D017454	MeSH
Photoallergic dermatitis (disorder)	111209006	SNOMED CT
Photoallergic eczema	367334003	SNOMED CT
Contact dermatitis due to Genus Toxicodendron	410049000	SNOMED CT
Dermatitis, Toxicodendron	D011040	MeSH
Rhus dermatitis	2716-6989	CSP
Shwartzman reaction (function)	24453002	SNOMED CT
Shwartzman Phenomenon	D012790	MeSH
Chromophobe adenoma of the Pituitary gland	C2857	NCI
Adenoma, Chromophobe	D000238	MeSH
Anomalous A-V excitation	266304003	SNOMED CT
Wolff-Parkinson-White Syndrome	D014927	MeSH
Wolff-Parkinson-White pattern (finding)	251115003	SNOMED CT
craniopharyngioma (disorder)	189179009	SNOMED CT
Craniopharyngioma	D003397	MeSH
craniopharyngioma (morphologic abnormality)	40009002	SNOMED CT
neoplasm of Rathke's Pouch	C2964	NCI
tumors of Skull Base	C4676	NCI
Skull Base Neoplasms	D019292	MeSH
Colonic hamartomatous polyp	C5519	NCI
Peutz-Jeghers Syndrome	D010580	MeSH
Peutz-Jeghers polyp of small Intestine	C7755	NCI
Genital Neoplasms, Male	D005834	MeSH
male reproductive system neoplasm	2016-2462	CSP
malignant neoplasm of male genital organ, NOS	93885006	SNOMED CT
malignant neoplasm of male genital organ, site unspecified	187.9	ICD-9
malignant neoplasm of male genital organ, unspecified (disorder)	190130007	SNOMED CT
malignant neoplasm of male genital organs (disorder)	190127000	SNOMED CT
malignant tumor of male genital organ (disorder)	363515000	SNOMED CT
malignant tumor of male Reproductive system	C8561	NCI
neoplasm of male genital organ	126895004	SNOMED CT
tumor of male Reproductive system	C3054	NCI
Phlebitis and thrombophlebitis of superficial vessels of lower extremities	451.0	ICD-9
Thrombophlebitis	D013924	MeSH
Thrombophlebitis of a superficial leg vein NOS (disorder)	195401008	SNOMED CT
Thrombophlebitis of superficial veins of lower extremity (disorder)	40283005	SNOMED CT
primary chronic pseudo-obstruction of colon (disorder)	35065006	SNOMED CT
Colonic Pseudo-Obstruction	D003112	MeSH
intestinal Pseudo-obstruction	C34733	NCI
Intestinal Pseudo-Obstruction	D007418	MeSH
intestine pseudoobstruction	1248-5896	CSP
Pseudo-obstruction of intestine (disorder)	235825006	SNOMED CT
COCA 1	C6725	NCI
Colorectal Neoplasms, Hereditary Nonpolyposis	D003123	MeSH
Hereditary Defective Mismatch Repair syndrome	C8494	NCI
HNPCC - hereditary nonpolyposis colon cancer	315058005	SNOMED CT
AIP - acute intermittent porphyria	190914003	SNOMED CT
Porphyria, Acute Intermittent	D017118	MeSH
porphyria intermittent acute	1849-7674	CSP
Pyrroloporphyria	277.1	ICD-9
Insulin-Producing tumor of Islet cells	C3140	NCI
Insulinoma	D007340	MeSH
Islet cell adenoma	76345009	SNOMED CT
Apocrine Cystadenoma	C3760	NCI
Hidrocystoma	D018251	MeSH
Apocrine cystadenoma	36318001	SNOMED CT
Apocrine cystadenoma (disorder)	254725004	SNOMED CT
Eccrine Cystadenoma	C7565	NCI
Eccrine hidrocystoma of skin (disorder)	254716005	SNOMED CT
Hidrocystoma (morphologic abnormality)	80549000	SNOMED CT
Hidradenoma of skin	253020008	SNOMED CT
Adenoma, Sweat Gland	D006607	MeSH
Sweat gland adenoma	C7560	NCI
Syringoadenoma	189051001	SNOMED CT
BC - Bronchogenic carcinoma	254622008	SNOMED CT
Carcinoma, Bronchogenic	D002283	MeSH
bronchus neoplasm	2017-5516	CSP
Bronchial Neoplasms	D001984	MeSH
neoplasm of bronchus (disorder)	126705004	SNOMED CT
Non-small cell lung cancer	254637007	SNOMED CT
Carcinoma, Non-Small-Cell Lung	D002289	MeSH
NSCLC	4005-0042	CSP
Progeria	D011371	MeSH
Hutchinson Gilford syndrome	0071-4237	CSP
Hutchinson-Gilford disease	C34951	NCI
Adiposis Dolorosa	D000274	MeSH
Anterior compartment syndrome	157669006	SNOMED CT
Anterior Compartment Syndrome	D000868	MeSH
Overproduction of ACTH	255.3	ICD-9
Pituitary ACTH Hypersecretion	D047748	MeSH
Adrenocortical hyperfunction	190520005	SNOMED CT
Adrenocortical Hyperfunction	D000308	MeSH
hyperadrenalism	0060-4042	CSP
hypercortisolism	4006-0047	CSP
Adrenal cortical carcinoma (morphologic abnormality)	2227007	SNOMED CT
Adrenocortical Carcinoma	D018268	MeSH
carcinoma of the Adrenal cortex	C9325	NCI
Adrenal Gland Neoplasms	D000310	MeSH
adrenal neoplasm	2009-6040	CSP
malignant Adrenal tumor	C9338	NCI
neoplasm of adrenal gland (disorder)	127021009	SNOMED CT
tumor of the Adrenal gland	C2859	NCI
Follicular adenocarcinoma (morphologic abnormality)	5257006	SNOMED CT
Adenocarcinoma, Follicular	D018263	MeSH
Follicular adenocarcinoma, well differentiated (morphologic abnormality)	28173006	SNOMED CT
Follicular carcinoma	189642005	SNOMED CT
Follicular carcinoma of the Thyroid gland	C8054	NCI
Follicular thyroid carcinoma (disorder)	255028004	SNOMED CT
Thyroid adenocarcinoma	C27380	NCI
Cardiomyopathy, constrictive	425.4	ICD-9
Cardiomyopathy, Restrictive	D002313	MeSH
primary restrictive cardiomyopathy (disorder)	90828009	SNOMED CT
Restrictive cardiomyopathy	389996009	SNOMED CT
Restrictive cardiomyopathy (disorder)	415295002	SNOMED CT
brain Iron Accumulation type I syndrome	C8967	NCI
Pantothenate Kinase-Associated Neurodegeneration	D006211	MeSH
Hallervorden-Spatz disease	333.0	ICD-9
Pigmentary pallidal degeneration (disorder)	2992000	SNOMED CT
Infection by Oesophagostomum	22500005	SNOMED CT
Oesophagostomiasis	D009814	MeSH
Oral tuberculosis (disorder)	235067001	SNOMED CT
Tuberculosis, Oral	D014393	MeSH
Leather-bottle stomach	307594007	SNOMED CT
Linitis Plastica	D008039	MeSH
Linitis plastica (morphologic abnormality)	37995004	SNOMED CT
adenocarcinoma with Productive Fibrosis	C2928	NCI
Adenocarcinoma, Scirrhous	D002293	MeSH
Scirrhous adenocarcinoma (morphologic abnormality)	4584002	SNOMED CT
acute gastric mucosal erosion	18665000	SNOMED CT
Gastritis	D005756	MeSH
Erosive Gastritis	C27013	NCI
Erosive gastropathy	413216002	SNOMED CT
Tuberculosis of gastrointestinal tract	154286002	SNOMED CT
Tuberculosis, Gastrointestinal	D014385	MeSH
Tuberculosis of gastrointestinal tract (disorder)	240376003	SNOMED CT
Tuberculosis of gastrointestinal tract NOS (disorder)	186228005	SNOMED CT
Tuberculosis of intestines, peritoneum and mesenteric glands (disorder)	186225008	SNOMED CT
Tuberculosis of intestines, peritoneum, and mesenteric glands	014	ICD-9
malignant neoplasm of muscle	93913006	SNOMED CT
Myosarcoma	D009217	MeSH
malignant tumor of muscle	363495004	SNOMED CT
malignant tumor of the Muscle	C4883	NCI
Rhabdomyosarcoma, Alveolar	D018232	MeSH
Alveolar Rhabdomyosarcoma	C3749	NCI
Alveolar rhabdomyosarcoma (disorder)	404053004	SNOMED CT
Alveolar rhabdomyosarcoma (morphologic abnormality)	63449009	SNOMED CT
pediatric Alveolar Rhabdomyosarcoma	C7958	NCI
Tuberculosis of liver (disorder)	186273003	SNOMED CT
Tuberculosis, Hepatic	D014386	MeSH
Duodenogastric reflux (finding)	9733003	SNOMED CT
Duodenogastric Reflux	D004383	MeSH
duodenum disorder	1248-4501	CSP
Duodenal Diseases	D004378	MeSH
Tricuspid stenosis	397.0	ICD-9
Tricuspid Valve Stenosis	D014264	MeSH
Valvular heart disease	195013005	SNOMED CT
Heart Valve Diseases	D006349	MeSH
Tricuspid incompetence	155347006	SNOMED CT
Tricuspid Valve Insufficiency	D014262	MeSH
Tricuspid regurgitation	397.0	ICD-9
Tricuspid valve regurgitation (disorder)	111287006	SNOMED CT
Trophoblastic neoplasm (morphologic abnormality)	115234004	SNOMED CT
Trophoblastic Neoplasms	D014328	MeSH
Trophoblastic neoplasm NOS (morphologic abnormality)	189858006	SNOMED CT
Trophoblastic tumor	C3422	NCI
Trophoblastic tumor (qualifier value)	134334000	SNOMED CT
disorder of liver (disorder)	235856003	SNOMED CT
Liver Diseases	D008107	MeSH
hepatic disorder	C3196	NCI
Dyspraxia (finding)	6950007	SNOMED CT
Agnosia	D000377	MeSH
ectoparasitism	2214-2667	CSP
Ectoparasitic Infestations	D004478	MeSH
Infection due to Corynebacterium minutissimum	264207005	SNOMED CT
Erythrasma	D004894	MeSH
Myxosarcoma (morphologic abnormality)	28351005	SNOMED CT
Myxosarcoma	D009236	MeSH
bile duct disorder NOS (disorder)	197455006	SNOMED CT
Bile Duct Diseases	D001649	MeSH
disorder of bile duct (disorder)	118926004	SNOMED CT
Biliary Dyskinesia	D001657	MeSH
malignant neoplasm of orbit	190.1	ICD-9
Orbital Neoplasms	D009918	MeSH
neoplasm of orbit proper (disorder)	127003006	SNOMED CT
orbital tumor	C3290	NCI
Ganglioneuroblastoma (morphologic abnormality)	69515008	SNOMED CT
Ganglioneuroblastoma	D018305	MeSH
Chancre	D002601	MeSH
Rh incompatibility affecting management of mother	656.1	ICD-9
Rh Isoimmunization	D012203	MeSH
progressive systemic sclerosis	710.1	ICD-9
Scleroderma, Systemic	D012595	MeSH
PSS (progressive systemic sclerosis)	4008-0097	CSP
Scleroderma	201440007	SNOMED CT
Scleroderma (& [systemic sclerosis])	156451000	SNOMED CT
Scleroderma syndrome	89155008	SNOMED CT
systemic sclerosis	710.1	ICD-9
Normocalcemic pseudohypoparathyroidism (disorder) [Ambiguous]	8084001	SNOMED CT
Pseudopseudohypoparathyroidism	D011556	MeSH
Pseudopseudohypoparathyroidism (disorder)	237659007	SNOMED CT
Articulation impairment	8187005	SNOMED CT
Articulation Disorders	D001184	MeSH
Phonological disorder	315.39	ICD-9
dermatosclerosis	2716-6998	CSP
Scleroderma, Localized	D012594	MeSH
Intracranial Thrombosis	D020767	MeSH
disorder of glucose metabolism (disorder)	126877002	SNOMED CT
Glucose Metabolism Disorders	D044882	MeSH
Femoral Neuropathy	D020428	MeSH
Femoral nerve lesions	193146000	SNOMED CT
Peroneal Neuropathy	C27596	NCI
Peroneal Neuropathies	D020427	MeSH
Brain Stem Neoplasms	D020295	MeSH
malignant neoplasm of brainstem	154549004	SNOMED CT
malignant neoplasm of brainstem (disorder)	363473003	SNOMED CT
malignant neoplasm of brainstem NOS (disorder)	188299003	SNOMED CT
malignant tumor of Brainstem	C3570	NCI
neoplasm of brain stem (disorder)	126961004	SNOMED CT
primary brain Stem tumor	C4975	NCI
tumor of adult Brainstem	C5967	NCI
tumor of the Brainstem	C4869	NCI
Cerebellar Neoplasms	D002528	MeSH
malignant tumor of Cerebellum	C3569	NCI
endometrial stromal sarcoma, high grade	70555003	SNOMED CT
Sarcoma, Endometrial Stromal	D018203	MeSH
ESS	C8973	NCI
Undifferentiated endometrial sarcoma	C8972	NCI
Sarcoma, Clear Cell	D018227	MeSH
Clear cell sarcoma (morphologic abnormality)	271944004	SNOMED CT
Clear cell sarcoma of soft Parts	C3745	NCI
malignant melanoma of soft tissues (disorder)	402561003	SNOMED CT
melanoma, malignant, of soft parts	12622007	SNOMED CT
Carcinosarcoma	D002296	MeSH
Mesodermal mixed tumor (morphologic abnormality)	112684005	SNOMED CT
mixed Mesodermal (mullerian) tumor	C3730	NCI
MMMT	C8975	NCI
mullerian mixed tumor (morphologic abnormality)	84427001	SNOMED CT
Sarcoma, Alveolar Soft Part	D018234	MeSH
Alveolar Soft Part sarcoma	C3750	NCI
pediatric Alveolar soft Part sarcoma	C8092	NCI
Coronary artery stenosis (disorder)	233970002	SNOMED CT
Coronary Stenosis	D023921	MeSH
Gerstmann-Straussler-Scheinker Disease	D016098	MeSH
Alexander's disease	1849-5479	CSP
Alexander Disease	D038261	MeSH
Hyperostosis, Cortical, Congenital	D006958	MeSH
Piere-Robin syndrome	268313009	SNOMED CT
Pierre Robin Syndrome	D010855	MeSH
Gait apraxia (finding)	30767006	SNOMED CT
Gait Apraxia	D020235	MeSH
Angiomyoma (morphologic abnormality)	86959002	SNOMED CT
Angiomyoma	D018229	MeSH
vascular leiomyoma	C3747	NCI
Coma vigilans (finding)	5124002	SNOMED CT
