disease_id	name	code	name
DIS005393	Eagle syndrome	33542	DiseasesDB
DIS005592	Eales disease	362.18	ICD-9-CM
DIS005737	EAST syndrome	199343	Orphanet
DIS004478	Ebola virus disease	001339	MedlinePlus
DIS006612	Ebstein's anomaly	007321	MedlinePlus
DIS003316	Echinococcosis	122	ICD-9-CM
DIS005942	Echolalia	784.69	ICD-9-CM
DIS004284	Ecthyma gangrenosum	29391	DiseasesDB
DIS007405	Ectodermal dysplasia	001469	MedlinePlus
DIS004255	Ectopic pregnancy	000895	MedlinePlus
DIS007546	Ectrodactyly	225300	OMIM
DIS003576	Ectrodactyly–ectodermal dysplasia–cleft syndrome	129900	OMIM
DIS004402	Eczema vaccinatum	050	ICD-9-CM
DIS000433	Edema	003103	MedlinePlus
DIS007222	Edwards syndrome	001661	MedlinePlus
DIS004184	Egg allergy	D021181	MeSH
DIS004034	Ego-dystonic sexual orientation	F66.1	ICD-10
DIS005259	Ehlers–Danlos syndromes	001468	MedlinePlus
DIS007289	Ehrlichiosis	001381	MedlinePlus
DIS006523	Ehrlichiosis ewingii infection	082.4	ICD-9-CM
DIS004940	Eisenmenger's syndrome	007317	MedlinePlus
DIS005948	Ejaculatory duct obstruction	608.89	ICD-9-CM
DIS005720	Electrolyte imbalance	276	ICD-9-CM
DIS007580	Elevated alkaline phosphatase	790.5	ICD-9-CM
DIS004670	Ellis–van Creveld syndrome	001667	MedlinePlus
DIS006980	Embryonal carcinoma	D018236	MeSH
DIS005993	Embryonal rhabdomyosarcoma	1557	DiseasesDB
DIS005389	Emergence delirium	292.81	ICD-9-CM
DIS004547	Emery–Dreifuss muscular dystrophy	181350	OMIM
DIS005846	Empty sella syndrome	000349	MedlinePlus
DIS001446	Enamel hypoplasia	520.4	ICD-9-CM
DIS003804	Encephalitis	001415	MedlinePlus
DIS005706	Encephalitis lethargica	049.8	ICD-9-CM
DIS006813	Encephalocele	29394	DiseasesDB
DIS005356	Enchondroma	33380	DiseasesDB
DIS006116	Encopresis	001570	MedlinePlus
DIS006343	Endocardial fibroelastosis	226000	OMIM
DIS007277	Endocrine gland neoplasm	C73	ICD-10
DIS006970	Endodermal sinus tumor	273300	OMIM
DIS004881	Endometrial cancer	000910	MedlinePlus
DIS006883	Endometrial hyperplasia	4263	DiseasesDB
DIS007213	Endometrial polyp	621	ICD-9-CM
DIS007225	Endometrioid tumor	D018269	MeSH
DIS006684	Endometritis	001484	MedlinePlus
DIS005537	Endophthalmitis	001626	MedlinePlus
DIS005750	Enlarged vestibular aqueduct	600791	OMIM
DIS004272	Enolase deficiency	172430	OMIM
DIS003778	Enteritis	001149	MedlinePlus
DIS006513	Enterocolitis	226150	OMIM
DIS006940	Enteropathy-associated T-cell lymphoma	C86.2	ICD-10
DIS006469	Enterotoxigenic Escherichia coli	008.02	ICD-9-CM
DIS006429	Entropion	001008	MedlinePlus
DIS003845	Enuresis	307.6	ICD-9-CM
DIS006713	Eosinophilia	288.3	ICD-9-CM
DIS003998	Eosinophilia–myalgia syndrome	32044	DiseasesDB
DIS003823	Eosinophilic cellulitis	34888	DiseasesDB
DIS007630	Eosinophilic esophagitis	530.13	ICD-9-CM
DIS004628	Eosinophilic fasciitis	000447	MedlinePlus
DIS004642	Eosinophilic folliculitis	med/687	eMedicine
DIS005776	Eosinophilic gastroenteritis	32555	DiseasesDB
DIS003671	Eosinophilic granulomatosis with polyangiitis	2685	DiseasesDB
DIS007499	Eosinophilic pneumonia	000105	MedlinePlus
DIS003915	Ependymoma	191.9	ICD-9-CM
DIS005320	Epidemic typhus	001363	MedlinePlus
DIS003374	Epidermodysplasia verruciformis	226400	OMIM
DIS007621	Epidermoid cyst	131600	OMIM
DIS006717	Epidermolysis bullosa	001457	MedlinePlus
DIS004399	Epidermolysis bullosa dystrophica	131750	OMIM
DIS007504	Epidermolysis bullosa simplex	131760	OMIM
DIS003769	Epididymitis	001279	MedlinePlus
DIS005188	Epidural hematoma	001412	MedlinePlus
DIS004315	Epiglottitis	000605	MedlinePlus
DIS005679	Epilepsia partialis continua	345.7	ICD-9-CM
DIS003844	Epilepsy	000694	MedlinePlus
DIS003603	Epilepsy-intellectual disability in females	300088	OMIM
DIS003593	Epileptic seizure	003200	MedlinePlus
DIS007125	Epileptic spasms	308350	OMIM
DIS006860	Epiretinal membrane	31161	DiseasesDB
DIS007615	Episcleritis	001019	MedlinePlus
DIS005812	Episodic ataxia	108500	OMIM
DIS007442	Epithelioid hemangioendothelioma	157791	Orphanet
DIS000843	Epithelioid sarcoma	M8804/3	ICD-O
DIS007178	Epstein–Barr virus infection	075	ICD-9-CM
DIS007603	Epulis fissuratum	32595	DiseasesDB
DIS004265	Erb's palsy	30827	DiseasesDB
DIS007584	Erdheim–Chester disease	202.3	ICD-9-CM
DIS005584	Erectile dysfunction	21555	DiseasesDB
DIS005455	Erethism	002476	MedlinePlus
DIS004681	Ergotism	30715	DiseasesDB
DIS007148	Erysipelas	000618	MedlinePlus
DIS005051	Erythema	4466	DiseasesDB
DIS004802	Erythema ab igne	4438	DiseasesDB
DIS003604	Erythema annulare centrifugum	29798	DiseasesDB
DIS006662	Erythema multiforme	000851	MedlinePlus
DIS003477	Erythema nodosum	000881	MedlinePlus
DIS003213	Erythema toxicum neonatorum	001458	MedlinePlus
DIS006973	Erythrasma	001470	MedlinePlus
DIS005692	Erythroderma	001610	MedlinePlus
DIS006423	Erythromelalgia	133020	OMIM
DIS006902	Erythroplakia	30783	DiseasesDB
DIS005645	Erythropoietic porphyria	277.1	ICD-9-CM
DIS003773	Erythropoietic protoporphyria	177000	OMIM
DIS009023	Esophageal achalasia	000267	MedlinePlus
DIS007406	Esophageal atresia	000961	MedlinePlus
DIS007114	Esophageal candidiasis	112.84	ICD-9-CM
DIS005037	Esophageal food bolus obstruction	17942	DiseasesDB
DIS003378	Esophageal varices	000268	MedlinePlus
DIS003722	Esophageal web	31503	DiseasesDB
DIS006716	Esophagitis	001153	MedlinePlus
DIS006928	Esophoria	378.41	ICD-9-CM
DIS007503	Esotropia	29856	DiseasesDB
DIS008137	Essential thrombocythemia	000543	MedlinePlus
DIS005902	Essential tremor	000762	MedlinePlus
DIS005803	Esthesioneuroblastoma	133450	OMIM
DIS007092	Ethylene glycol poisoning	emerg/177	eMedicine
DIS003226	Ethylmalonic encephalopathy	602473	OMIM
DIS005187	Eumycetoma	8472	DiseasesDB
DIS007192	Euthyroid sick syndrome	790.94	ICD-9-CM
DIS004439	Evans syndrome	287.32	ICD-9-CM
DIS003574	Ewing's sarcoma	001302	MedlinePlus
DIS004522	Exanthem	034	ICD-9-CM
DIS004336	Excessive daytime sleepiness	291.82	ICD-9-CM
DIS007029	Excoriated acne	L70.5	ICD-10
DIS003585	Excoriation disorder	29765	DiseasesDB
DIS005100	Exercise intolerance	R68.89	ICD-10
DIS007185	Exercise-induced bronchoconstriction	000036	MedlinePlus
DIS005079	Exocrine pancreatic insufficiency	577.8	ICD-9-CM
DIS006925	Exophoria	378.42	ICD-9-CM
DIS005280	Exophthalmos	003033	MedlinePlus
DIS007407	Exostosis	18621	DiseasesDB
DIS004282	Exotropia	33268	DiseasesDB
DIS004662	Expressive aphasia	315.31	ICD-9-CM
DIS003239	Extramammary Paget's disease	2800	Orphanet
DIS006920	Extranodal NK/T-cell lymphoma, nasal type	C86.0	ICD-10
DIS005855	Extrapyramidal symptoms	333.90	ICD-9-CM
DIS003651	Eye neoplasm	190	ICD-9-CM
DIS006049	Eye strain	368.13	ICD-9-CM
DIS003639	Fabry disease	272.7	ICD-9-CM
DIS005956	Facial nerve paralysis	003028	MedlinePlus
DIS003976	Facial trauma	001062	MedlinePlus
DIS003272	Facioscapulohumeral muscular dystrophy	000707	MedlinePlus
DIS006017	Factitious disorder	300.16	ICD-9-CM
DIS007377	Factitious disorder imposed on self	301.51	ICD-9-CM
DIS006475	Factor V Leiden	154	DiseasesDB
DIS004433	Failed back syndrome	D055111	MeSH
DIS004214	Fallopian tube cancer	180242	Orphanet
DIS006256	Fallopian tube obstruction	628.2	ICD-9-CM
DIS005240	Falls in older adults	R29.6	ICD-10
DIS005471	False pregnancy	29264	DiseasesDB
DIS007045	Familial adenomatous polyposis	175100	OMIM
DIS008124	Familial amyloid polyneuropathy	105210	OMIM
DIS006319	Familial dysautonomia	001387	MedlinePlus
DIS006234	Familial dysbetalipoproteinemia	000402	MedlinePlus
DIS003621	Familial hemiplegic migraine	141500	OMIM
DIS006893	Familial hypercholesterolemia	000392	MedlinePlus
DIS005922	Familial hypocalciuric hypercalcemia	1326	DiseasesDB
DIS007579	Familial isolated vitamin E deficiency	277460	OMIM
DIS006957	Familial Mediterranean fever	000363	MedlinePlus
DIS005820	Fanconi anemia	000334	MedlinePlus
DIS006566	Fanconi syndrome	000333	MedlinePlus
DIS003948	Farber disease	228000	OMIM
DIS004934	Farmer's lung	29636	DiseasesDB
DIS003449	Fasciolopsiasis	121.4	ICD-9-CM
DIS007351	Fasciolosis	121.3	ICD-9-CM
DIS009005	Fatal insomnia	046.72	ICD-9-CM
DIS008980	fatty liver disease	18844	DiseasesDB
DIS003809	Fatty-acid metabolism disorder	277.81	ICD-9-CM
DIS009749	Favus	110.9	ICD-9-CM
DIS004649	Fazio–Londe disease	211500	OMIM
DIS005625	Febrile neutrophilic dermatosis	12727	DiseasesDB
DIS006809	Febrile non-hemolytic transfusion reaction	Y44.6	ICD-10
DIS004435	Febrile seizure	000980	MedlinePlus
DIS007207	Fecal impaction	000230	MedlinePlus
DIS004741	Fecal incontinence	003135	MedlinePlus
DIS004919	Fecal vomiting	R11.13	ICD-10
DIS006022	Fecalith	560.39	ICD-9-CM
DIS003768	Feingold syndrome	164280	OMIM
DIS004351	Felty's syndrome	000445	MedlinePlus
DIS006568	Female infertility	001191	MedlinePlus
DIS005906	Female sexual arousal disorder	302.72	ICD-9-CM
DIS005440	Femoral hernia	001136	MedlinePlus
DIS003309	Fetal alcohol spectrum disorder	000911	MedlinePlus
DIS005561	Fetal distress	4882	DiseasesDB
DIS005756	Fetal warfarin syndrome	33178	DiseasesDB
DIS005829	Fetal-maternal haemorrhage	656.0	ICD-9-CM
DIS003437	Fever of unknown origin	003090	MedlinePlus
DIS006438	FG syndrome	305450	OMIM
DIS004007	Fibroadenoma	007216	MedlinePlus
DIS003762	Fibrochondrogenesis	2021	Orphanet
DIS005473	Fibrocystic breast changes	000912	MedlinePlus
DIS003555	Fibrodysplasia ossificans progressiva	135100	OMIM
DIS014308	Fibroepithelial neoplasm	D018225	MeSH
DIS004088	Fibrolamellar hepatocellular carcinoma	155	ICD-9-CM
DIS003258	Fibroma	D005350	MeSH
DIS004066	Fibromatosis	728.7	ICD-9-CM
DIS004810	Fibromyalgia	000427	MedlinePlus
DIS005637	Fibrosarcoma	C49	ICD-10
DIS003230	Fibrosis	D005355	MeSH
DIS004732	Fibrous dysplasia of bone	001234	MedlinePlus
DIS006956	Fifth disease	000977	MedlinePlus
DIS006672	First-degree atrioventricular block	10477	DiseasesDB
DIS003633	Fissured tongue	137400	OMIM
DIS003662	Fistula	002365	MedlinePlus
DIS003274	Fitz-Hugh–Curtis syndrome	098.86	ICD-9-CM
DIS005316	Fitzsimmons–Guilbert syndrome	270710	OMIM
DIS004112	Fixed drug reaction	692.3	ICD-9-CM
DIS007232	Flaccid paralysis	359.9	ICD-9-CM
DIS003160	Flail chest	32227	DiseasesDB
DIS007601	Flat feet	001262	MedlinePlus
DIS004067	Floater	002085	MedlinePlus
DIS007610	Floating–Harbor syndrome	136140	OMIM
DIS005054	Flock worker's lung	495	ICD-9-CM
DIS005462	Florid cutaneous papillomatosis	34696	DiseasesDB
DIS005767	Flynn–Aird syndrome	136300	OMIM
DIS006441	Focal facial dermal dysplasia	136500	OMIM
DIS000098	Focal hyperhidrosis	xxx	ICD-9-CM
DIS007122	Focal nodular hyperplasia	33467	DiseasesDB
DIS005419	Focal segmental glomerulosclerosis	000478	MedlinePlus
DIS003445	Focal seizure	000697	MedlinePlus
DIS007555	Folate deficiency	000354	MedlinePlus
DIS006107	Folie à deux	297.3	ICD-9-CM
DIS004302	Follicular cyst of ovary	620.0	ICD-9-CM
DIS003853	Follicular lymphoma	151430	OMIM
DIS006781	Follicular thyroid cancer	188470	OMIM
DIS006135	Folliculitis	000823	MedlinePlus
DIS005786	Food allergy	000817	MedlinePlus
DIS004492	Food intolerance	K90.4	ICD-10
DIS004277	Foot-and-mouth disease	078.4	ICD-9-CM
DIS004972	Fountain syndrome	229120	OMIM
DIS003341	Fournier gangrene	31119	DiseasesDB
DIS004582	Foville's syndrome	32782	DiseasesDB
DIS006522	Fox–Fordyce disease	30029	DiseasesDB
DIS006776	Fragile X syndrome	001668	MedlinePlus
DIS005016	Fraser syndrome	219000	OMIM
DIS003808	Frasier syndrome	136680	OMIM
DIS005785	Freckle	266300	OMIM
DIS003753	Freeman–Sheldon syndrome	193700	OMIM
DIS005260	Friedreich's ataxia	001411	MedlinePlus
DIS004227	Frontal lobe disorder	article/1135866	eMedicine
DIS004805	Frontonasal dysplasia	136760	OMIM
DIS007272	Frontotemporal dementia	10034	DiseasesDB
DIS005104	Frontotemporal lobar degeneration	10034	DiseasesDB
DIS006305	Fructose bisphosphatase deficiency	229700	OMIM
DIS004762	Fructose malabsorption	138230	OMIM
DIS006673	Fuchs' dystrophy	007295	MedlinePlus
DIS005936	Fucosidosis	230000	OMIM
DIS005119	Fugue state	300.13	ICD-9-CM
DIS006775	Fukuyama congenital muscular dystrophy	253800	OMIM
DIS005853	Fumarase deficiency	24	Orphanet
DIS003918	Fungal folliculitis	33948	DiseasesDB
DIS003870	Fungal keratitis	B49	ICD-10
DIS006004	Fungal meningitis	D016921	MeSH
DIS004747	Fungal sinusitis	J30.89	ICD-10
DIS004002	Fungemia	117.9	ICD-9-CM
DIS004976	Galactorrhea	611.6	ICD-9-CM
DIS004316	Galactose epimerase deficiency	230350	OMIM
DIS005638	Galactose-1-phosphate uridylyltransferase deficiency	230400	OMIM
DIS000541	Galeazzi fracture	22-A2.3	AO Foundation
DIS004043	Gallbladder cancer	156	ICD-9-CM
DIS004187	Gallbladder polyp	K82.4	ICD-10
DIS005780	Galloway Mowat syndrome	2065	Orphanet
DIS005798	Gallstone	000273	MedlinePlus
DIS007297	Ganglioglioma	251949	Orphanet
DIS004891	Ganglion cyst	31229	DiseasesDB
DIS007293	Ganglioneuroblastoma	001436	MedlinePlus
DIS005745	Ganglioneuroma	001437	MedlinePlus
DIS004532	Gangrene	007218	MedlinePlus
DIS007466	Ganser syndrome	300.15	ICD-9-CM
DIS004438	Gardner's syndrome	000266	MedlinePlus
DIS004076	Gas gangrene	000620	MedlinePlus
DIS004037	Gastric antral vascular ectasia	29505	DiseasesDB
DIS006599	Gastric outlet obstruction	537.0	ICD-9-CM
DIS005980	Gastric volvulus	32054	DiseasesDB
DIS005011	Gastrinoma	14279	DiseasesDB
DIS004168	Gastritis	001150	MedlinePlus
DIS000194	Gastroenteritis	000252	MedlinePlus
DIS005544	Gastroesophageal reflux disease	000265	MedlinePlus
DIS003290	Gastrointestinal bleeding	003133	MedlinePlus
DIS005970	Gastrointestinal cancer	C15	ICD-10
DIS004704	Gastrointestinal perforation	000235	MedlinePlus
DIS006821	Gastrointestinal stromal tumor	33849	DiseasesDB
DIS006474	Gastroparesis	000297	MedlinePlus
DIS003221	Gastroschisis	000992	MedlinePlus
DIS003696	Gaucher's disease	000564	MedlinePlus
DIS007049	Gender dysphoria	001527	MedlinePlus
DIS004460	General paresis of the insane	000748	MedlinePlus
DIS003776	Generalized anxiety disorder	000917	MedlinePlus
DIS006153	Generalized epilepsy	345.0	ICD-9-CM
DIS003837	Generalized epilepsy with febrile seizures plus	604233	OMIM
DIS001251	Generalized eruptive histiocytoma	157991	Orphanet
DIS010276	Generalized tonic–clonic seizure	000695	MedlinePlus
DIS003203	Genetic disorder	28838	DiseasesDB
DIS004334	Genital herpes	000857	MedlinePlus
DIS003542	Genital wart	000886	MedlinePlus
DIS005928	Genu recurvatum	736.5	ICD-9-CM
DIS006242	Genu valgum	001263	MedlinePlus
DIS004152	Genu varum	001585	MedlinePlus
DIS003611	Geographic tongue	001049	MedlinePlus
DIS003483	Geotrichosis	117.9	ICD-9-CM
DIS003525	Germ cell tumor	183	ICD-9-CM
DIS004777	Germinal matrix hemorrhage	772.11	ICD-9-CM
DIS006979	Germinoma	D018237	MeSH
DIS004147	Gerodermia osteodysplastica	2078	Orphanet
DIS006560	Gerstmann syndrome	30728	DiseasesDB
DIS006181	Gerstmann–Sträussler–Scheinker syndrome	046.71	ICD-9-CM
DIS003559	Gestational diabetes	000896	MedlinePlus
DIS004610	Gestational hypertension	000898	MedlinePlus
DIS006269	Gestational pemphigoid	646.8	ICD-9-CM
DIS007417	Gestational thrombocytopenia	649.3	ICD-9-CM
DIS004616	Gestational trophoblastic disease	001496	MedlinePlus
DIS006724	Gianotti–Crosti syndrome	057.8	ICD-9-CM
DIS003775	Giant axonal neuropathy	256850	OMIM
DIS006246	Giant platelet disorder	D69.1	ICD-10
DIS004314	Giant-cell arteritis	000448	MedlinePlus
DIS003380	Giant-cell carcinoma of the lung	162	ICD-9-CM
DIS006593	Giant-cell tumor of bone	9337	DiseasesDB
DIS006278	Giant-cell tumor of the tendon sheath	727.02	ICD-9-CM
DIS003751	Giardiasis	000288	MedlinePlus
DIS004208	Gilbert's syndrome	000301	MedlinePlus
DIS005505	Gillespie syndrome	1065	Orphanet
DIS004995	Gingival disease	D005882	MeSH
DIS005000	Gingival enlargement	D019214	MeSH
DIS006335	Gingivitis	001056	MedlinePlus
DIS005880	Gitelman syndrome	263800	OMIM
DIS004343	Glanders	024	ICD-9-CM
DIS006665	Glioma	191	ICD-9-CM
DIS004546	Gliomatosis cerebri	191.0	ICD-9-CM
DIS004548	Glomerulonephritis	000484	MedlinePlus
DIS004079	Glomus tumor	138000	OMIM
DIS003612	Glossitis	001053	MedlinePlus
DIS004122	Glucagonoma	000326	MedlinePlus
DIS004560	Glucocorticoid remediable aldosteronism	103900	OMIM
DIS007612	Glucose-6-phosphate dehydrogenase deficiency	000528	MedlinePlus
DIS003675	Glucose-galactose malabsorption	271.3	ICD-9-CM
DIS006250	Glut1 deficiency	606777	OMIM
DIS005229	Glutaric aciduria type 1	231670	OMIM
DIS004335	Glutathione synthetase deficiency	266130	OMIM
DIS001217	Glycine encephalopathy	605899	OMIM
DIS007418	Glycogen storage disease type 0	240600	OMIM
DIS006590	Glycogen storage disease type I	000338	MedlinePlus
DIS005365	Glycogen storage disease type II	232300	OMIM
DIS006294	Glycogen storage disease type III	232400	OMIM
DIS006832	Glycogen storage disease type V	000329	MedlinePlus
DIS004030	GM1 gangliosidoses	230500	OMIM
DIS007352	GM2-gangliosidosis, AB variant	272750	OMIM
DIS006636	Gnathostomiasis	128.1	ICD-9-CM
DIS000857	Goitre	001178	MedlinePlus
DIS004657	Goldenhar syndrome	164210	OMIM
DIS006108	Golfer's elbow	5356	DiseasesDB
DIS010324	Gomez-Lopez-Hernandez syndrome	1532	Orphanet
DIS006161	Gonadal dysgenesis	758.6	ICD-9-CM
DIS006974	Gonadoblastoma	34299	DiseasesDB
DIS004375	Gonorrhea	007267	MedlinePlus
DIS006075	Goodpasture syndrome	000142	MedlinePlus
DIS001095	Gout	000422	MedlinePlus
DIS004531	GRACILE syndrome	53693	Orphanet
DIS007502	Gradenigo's syndrome	32176	DiseasesDB
DIS006458	Graft-versus-host disease	001309	MedlinePlus
DIS005844	Granular cell tumor	31674	DiseasesDB
DIS006434	Granuloma annulare	000833	MedlinePlus
DIS003261	Granuloma faciale	33779	DiseasesDB
DIS003766	Granuloma inguinale	000636	MedlinePlus
DIS007250	Granulomatosis with polyangiitis	000135	MedlinePlus
DIS005266	Granulomatous amoebic encephalitis	A06.6	ICD-10
DIS001247	Granulomatous mastitis	D058890	MeSH
DIS006348	Granulosa cell tumour	236.2 183 236.2	ICD-9-CM
DIS004138	Graves' disease	000358	MedlinePlus
DIS007149	Graves' ophthalmopathy	242.90	ICD-9-CM
DIS005194	Gray baby syndrome	007049	MedlinePlus
DIS005503	Greater trochanteric pain syndrome	726.5	ICD-9-CM
DIS007379	Griscelli syndrome type 2	607624	OMIM
DIS005787	Growth hormone deficiency	001176	MedlinePlus
DIS007389	Guillain–Barré syndrome	000684	MedlinePlus
DIS005969	Gulf War syndrome	D018923	MeSH
DIS001203	Gumma (pathology)	000859	MedlinePlus
DIS005075	Gunther disease	263700	OMIM
DIS007347	Haemobilia	576.8	ICD-9-CM
DIS006313	Haemophilia	000537	MedlinePlus
DIS007176	Haemophilia A	000538	MedlinePlus
DIS003423	Haemophilia B	000539	MedlinePlus
DIS003166	Haemophilia C	264900	OMIM
DIS005033	Haemophilus meningitis	320.0	ICD-9-CM
DIS007535	Hailey–Hailey disease	169600	OMIM
DIS005586	Haim–Munk syndrome	245010	OMIM
DIS004893	Hairy leukoplakia	528.6	ICD-9-CM
DIS007614	Hajdu–Cheney syndrome	102500	OMIM
DIS003328	Hallermann–Streiff syndrome	2108	Orphanet
DIS007157	Hallucination	003258	MedlinePlus
DIS005901	Hallucinogen persisting perception disorder	292.89	ICD-9-CM
DIS004057	Hallux rigidus	33134	DiseasesDB
DIS004044	Halo nevus	216.0	ICD-9-CM
DIS003630	Hamartoma	19785	DiseasesDB
DIS007586	Hamman's syndrome	518.1	ICD-9-CM
DIS000483	Hammer toe	001235	MedlinePlus
DIS004408	Hand eczema	L20	ICD-10
DIS006987	Hand injury	D006230	MeSH
DIS003828	Hand, foot, and mouth disease	000965	MedlinePlus
DIS003789	Hand-foot-genital syndrome	140000	MedlinePlus
DIS007273	Hangover	002041	MedlinePlus
DIS005647	Harlequin-type ichthyosis	242500	OMIM
DIS004991	Hartnup disease	001201	MedlinePlus
DIS005488	Hashimoto's thyroiditis	140300	OMIM
DIS005276	Hay–Wells syndrome	106260	OMIM
DIS003298	Head and neck cancer	140	ICD-9-CM
DIS006798	Head injury	5671	DiseasesDB
DIS005390	Head lice infestation	000840	MedlinePlus
DIS004256	Headache	003024	MedlinePlus
DIS005523	Hearing loss	003044	MedlinePlus
DIS003683	Heart cancer	164.1	ICD-9-CM
DIS007384	Heart failure	000158	MedlinePlus
DIS008129	Heart failure with preserved ejection fraction	428.3	ICD-9-CM
DIS000344	Heartburn	003114	MedlinePlus
DIS004518	Heat illness	5690	DiseasesDB
DIS005996	Heat stroke	000056	MedlinePlus
DIS007472	Heat syncope	992.1	ICD-9-CM
DIS001060	HEC syndrome	2119	Orphanet
DIS006891	Heerfordt syndrome	33567	DiseasesDB
DIS006121	Helicobacter pylori	000229	MedlinePlus
DIS004382	HELLP syndrome	000890	MedlinePlus
DIS006833	Helminthiasis	128.9	ICD-9-CM
DIS005245	Hemangioblastoma	31512	DiseasesDB
DIS007241	Hemangioendothelioma	33472	DiseasesDB
DIS006657	Hemangiopericytoma	29249	DiseasesDB
DIS003587	Hemarthrosis	29653	DiseasesDB
DIS003240	Hematemesis	003118	MedlinePlus
DIS004307	Hematochezia	19317	DiseasesDB
DIS003929	Hematoma	5487	DiseasesDB
DIS004312	Hematosalpinx	29596	DiseasesDB
DIS007285	Hematospermia	31879	DiseasesDB
DIS004162	Hematuria	003138	MedlinePlus
DIS006788	Hemeralopia	310500	OMIM
DIS004930	Hemiballismus	333.5	ICD-9-CM
DIS005622	Hemicrania continua	339.41	ICD-9-CM
DIS001154	Hemifacial microsomia	164210	OMIM
DIS003641	Hemiparesis	094.89	ICD-9-CM
DIS005824	Hemoglobin C	000572	MedlinePlus
DIS004485	Hemoglobin D-Punjab	282.7	ICD-9-CM
DIS003326	Hemoglobinuria	19635	DiseasesDB
DIS003726	Hemolytic anemia	000571	MedlinePlus
DIS006199	Hemolytic disease of the newborn	001298	MedlinePlus
DIS004618	Hemolytic disease of the newborn (ABO)	001298	MedlinePlus
DIS006495	Hemolytic disease of the newborn (anti-Rhc)	773.2	ICD-9-CM
DIS013439	Hemolytic–uremic syndrome	000510	MedlinePlus
DIS004636	Hemopericardium	423.0	ICD-9-CM
DIS001001	Hemoperitoneum	568.81	ICD-9-CM
DIS005711	Hemophagocytic lymphohistiocytosis	267700	OMIM
DIS003364	Hemorrhoid	000292	MedlinePlus
DIS007540	Hemosiderosis	D006486	MeSH
DIS005944	Hemosuccus pancreaticus	577	ICD-9-CM
DIS003741	Hemothorax	000126	MedlinePlus
DIS006610	Henoch–Schönlein purpura	000425	MedlinePlus
DIS005985	Heparin-induced thrombocytopenia	000556	MedlinePlus
DIS006732	Hepatic encephalopathy	000302	MedlinePlus
DIS007090	Hepatic veno-occlusive disease	235550	OMIM
DIS007392	Hepatitis	001154	MedlinePlus
DIS005551	Hepatitis A	000278	MedlinePlus
DIS006425	Hepatitis B	000279	MedlinePlus
DIS004627	Hepatitis C	000284	MedlinePlus
DIS004615	Hepatitis D	070.31	ICD-9-CM
DIS004250	Hepatitis E	070.4	ICD-9-CM
DIS004716	Hepatoblastoma	5799	DiseasesDB
DIS007419	Hepatocellular adenoma	5726	DiseasesDB
DIS007494	Hepatocellular carcinoma	000280	MedlinePlus
DIS006939	Hepatosplenic T-cell lymphoma	34970	DiseasesDB
DIS006180	Hepatotoxicity	D056486	MeSH
DIS006090	Hereditary angioedema	001456	MedlinePlus
DIS006008	Hereditary coproporphyria	121300	OMIM
DIS005518	Hereditary diffuse leukoencephalopathy with spheroids	164770	OMIM
DIS005949	Hereditary fructose intolerance	000359	MedlinePlus
DIS003886	Hereditary hemorrhagic telangiectasia	000837	MedlinePlus
DIS004885	Hereditary hyperbilirubinemia	277.4	ICD-9-CM
DIS004922	Hereditary leiomyomatosis and renal cell cancer syndrome	136850	OMIM
DIS004828	Hereditary motor and sensory neuropathy	D015417	MeSH
DIS003391	Hereditary multiple exostoses	133700	OMIM
DIS005339	Hereditary neuralgic amyotrophy	162100	OMIM
DIS004205	Hereditary nonpolyposis colorectal cancer	114400	OMIM
DIS004739	Hereditary pancreatitis	167800	OMIM
DIS006639	Hereditary persistence of fetal hemoglobin	141749	OMIM
DIS004521	Hereditary sclerosing poikiloderma	173700	OMIM
DIS006042	Hereditary sensory and autonomic neuropathy type I	162400	OMIM
DIS004853	Hereditary spastic paraplegia	312920	OMIM
DIS005230	Hereditary spherocytosis	000530	MedlinePlus
DIS005436	Hereditary stomatocytosis	185000	OMIM
DIS007027	Hermansky–Pudlak syndrome	203300	OMIM
DIS007067	Hernia	000960	MedlinePlus
DIS004000	Herpangina	000969	MedlinePlus
DIS005613	Herpes esophagitis	054.79	ICD-9-CM
DIS006944	Herpes labialis	054.9	ICD-9-CM
DIS006218	Herpes simplex	054.0	ICD-9-CM
DIS003365	Herpes simplex keratitis	54.43	ICD-9-CM
DIS007235	Herpes zoster ophthalmicus	000858	MedlinePlus
DIS003185	Herpetic gingivostomatitis	001052	MedlinePlus
DIS004735	Herpetic whitlow	054.6	ICD-9-CM
DIS006930	Heterophoria	378.40	ICD-9-CM
DIS003894	Heterotopic ossification	32261	DiseasesDB
DIS004503	Heterotopic pregnancy	633.8	ICD-9-CM
DIS003202	HFE hereditary haemochromatosis	235200	OMIM
DIS008128	Hiatal hernia	001137	MedlinePlus
DIS004949	Hidradenitis	D016575	MeSH
DIS005811	Hidradenitis suppurativa	5892	DiseasesDB
DIS004151	Hidrocystoma	33660	DiseasesDB
DIS006485	High-altitude cerebral edema	993.2	ICD-9-CM
DIS005538	High-altitude pulmonary edema	993.2	ICD-9-CM
DIS009021	Hip dislocation	142700	OMIM
DIS004313	Hip dysplasia	000971	MedlinePlus
DIS005964	Hirschsprung's disease	001140	MedlinePlus
DIS007320	Histidinemia	235800	OMIM
DIS004755	Histiocytic sarcoma	D054747	MeSH
DIS002867	Histiocytoma	D051642	MeSH
